SA3_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
20801,112,3368,113,3596,183,2511,78,2766,282,3348,175,3806,492,4718,229,5443,1105,6236,299,7639,1341,5176,185,6700,790,4165,179,5125,375,2538,186,3097,135,972,119,1225,4811,33030,1560,39406,140,3113,114,3369,171,2216,59,2442,367,3555,176,4101,800,5315,255,6372,1896,6424,300,8621,2185,4934,219,7337,1170,4528,253,5952,476,3089,271,3838,108,1808,279,2201,7323,34980,1923,44233,255,6482,227,6965,355,4720,133,5212,654,6905,349,7912,1291,10035,485,11814,2999,12663,593,16260,3526,10110,404,14041,1961,8684,435,11081,849,5625,452,6937,246,2786,396,3422,12136,68013,3482,83632
20802,187,4129,138,4455,328,4480,244,5054,655,10378,643,11679,1073,9561,470,11102,1702,8237,342,10285,1639,6276,266,8184,932,5186,253,6366,398,2715,181,3293,180,1188,113,1481,7101,52152,2643,61892,217,3894,158,4266,371,4409,208,4988,818,10626,579,12020,1511,9930,440,11880,2708,8148,340,11197,2529,5991,252,8767,1414,5436,339,7194,562,3461,284,4300,120,2283,304,2706,10249,54168,2909,67323,400,8018,297,8722,704,8885,454,10041,1474,21003,1219,23697,2587,19489,909,22987,4412,16384,684,21477,4165,12265,517,16955,2354,10625,588,13559,951,6173,460,7592,302,3470,416,4193,17348,106317,5551,129212
20803,160,3150,123,3430,172,2761,108,3047,435,6209,360,7010,838,7387,336,8568,1394,7104,300,8794,1298,5664,266,7227,738,4346,223,5304,367,2543,225,3138,125,1011,106,1235,5523,40168,2049,47749,160,3119,93,3369,225,2640,97,2968,637,6553,342,7538,1322,7753,337,9408,2260,7100,295,9653,2062,5541,241,7848,1170,4809,297,6274,478,3241,257,3979,95,1890,186,2172,8412,42640,2155,53209,314,6268,221,6799,403,5399,210,6011,1079,12771,706,14549,2155,15140,676,17974,3649,14206,596,18452,3363,11208,503,15074,1908,9151,519,11578,851,5785,484,7119,221,2897,290,3404,13936,82810,4209,100957
20804,44,1209,37,1294,109,1400,54,1562,160,2747,180,3089,243,2254,118,2613,492,2175,82,2745,452,1723,72,2245,226,1415,63,1701,149,946,56,1157,52,375,43,467,1927,14239,711,16881,62,1240,36,1333,100,1433,54,1586,212,2774,134,3116,332,2327,105,2762,811,2203,64,3086,743,1727,73,2544,427,1638,75,2148,195,1136,74,1400,44,693,99,834,2926,15159,714,18805,109,2445,74,2629,204,2833,104,3144,374,5520,312,6204,575,4576,221,5375,1302,4381,150,5830,1194,3449,153,4796,652,3056,141,3849,348,2080,134,2560,98,1071,141,1307,4851,29403,1428,35686
20901,159,3321,141,3621,211,3235,187,3625,531,7073,381,7983,911,7572,357,8836,1346,6596,281,8224,1410,5334,268,7010,890,4771,226,5883,457,2858,170,3487,156,1022,107,1279,6069,41773,2108,49949,181,2935,101,3207,276,2970,129,3380,767,7171,326,8269,1379,7647,307,9329,2146,6285,256,8698,2317,5314,222,7849,1380,5157,268,6811,543,3449,202,4194,119,1837,163,2121,9106,42773,1973,53856,339,6260,235,6832,482,6204,318,7008,1307,14240,711,16254,2289,15220,663,18164,3488,12884,541,16921,3728,10645,490,14862,2269,9933,489,12694,995,6308,373,7678,272,2853,272,3400,15172,84546,4092,103806
20902,111,1917,126,2152,185,2936,232,3361,544,7907,600,9052,738,6309,421,7472,984,4902,316,6207,842,3609,253,4699,408,2611,231,3245,234,1780,191,2207,82,823,168,1070,4133,32793,2537,39461,98,1870,135,2104,239,2726,180,3153,707,7760,503,8970,1086,6195,355,7637,1584,4505,286,6375,1338,3460,225,5027,661,2794,243,3705,358,2270,221,2846,84,1358,256,1691,6161,32931,2403,41500,208,3784,263,4256,429,5664,418,6512,1257,15665,1104,18020,1824,12508,779,15112,2564,9410,605,12577,2184,7070,478,9727,1065,5405,469,6946,596,4045,405,5050,163,2177,421,2765,10297,65725,4939,80966
20903,97,2330,95,2521,129,1940,71,2143,213,2705,91,3007,444,3298,164,3912,800,4122,187,5109,961,3759,158,4886,534,2797,157,3491,177,1269,87,1534,36,280,34,352,3390,22510,1055,26953,115,2152,73,2333,153,1676,49,1879,306,2611,96,3008,709,3436,152,4287,1405,3899,176,5488,1537,3351,187,5070,744,2697,143,3585,204,1211,96,1514,34,473,45,549,5202,21503,1015,27720,215,4483,163,4859,286,3612,122,4022,513,5311,190,6015,1150,6736,316,8200,2201,8024,368,10593,2503,7107,342,9954,1282,5489,300,7072,380,2487,181,3050,67,754,86,906,8594,44007,2069,54668
20904,320,6707,454,7481,449,7235,556,8242,1309,16916,1232,19460,2080,17232,1079,20395,2119,12232,762,15115,1850,9484,576,11912,1151,7170,452,8774,586,3531,341,4451,161,1018,189,1366,10020,81525,5649,97198,384,6217,383,6979,576,6488,399,7458,2045,16962,1146,20153,3185,16193,964,20344,3588,11265,682,15522,3116,9374,560,13049,1705,7655,502,9870,544,4088,435,5074,84,1635,352,2070,15225,79873,5424,100524,697,12919,839,14463,1021,13721,956,15702,3354,33880,2378,39618,5262,33427,2049,40738,5701,23497,1442,30640,4974,18854,1136,24959,2858,14828,964,18646,1129,7617,774,9527,244,2652,538,3439,25242,161401,11079,197728
21001,73,1732,61,1863,96,1589,59,1744,236,3069,198,3504,472,3384,151,4014,795,3251,164,4211,720,2556,122,3395,435,2289,93,2824,292,1763,127,2178,99,717,59,872,3222,20349,1031,24603,75,1582,54,1702,135,1332,56,1523,334,2947,145,3437,775,3263,157,4194,1242,3016,144,4402,1167,2510,115,3796,742,2644,128,3511,365,2137,162,2670,64,1080,89,1229,4909,20514,1047,26469,148,3316,111,3573,228,2921,112,3264,578,6020,345,6936,1249,6654,309,8213,2034,6264,312,8613,1893,5060,237,7191,1179,4935,221,6337,660,3899,286,4844,156,1798,142,2104,8128,40866,2080,51071
21002,67,1029,80,1181,49,689,42,783,107,1298,76,1474,220,1746,92,2056,295,1941,124,2368,351,1753,129,2229,223,1378,94,1697,98,725,69,885,22,123,30,176,1442,10671,739,12854,65,904,77,1040,64,582,43,684,181,1299,63,1543,387,1820,121,2324,562,1881,124,2575,575,1539,107,2218,321,1381,96,1791,95,650,70,815,10,178,53,241,2261,10237,744,13235,135,1933,155,2219,113,1274,82,1473,284,2592,138,3020,606,3564,212,4386,864,3824,253,4939,923,3286,235,4451,545,2758,186,3491,195,1374,138,1700,31,302,85,418,3697,20911,1486,26094
21003,104,1730,133,1957,125,2534,252,2908,426,6676,609,7707,649,5495,414,6567,780,3587,286,4657,615,2820,183,3612,310,1819,133,2267,192,1262,143,1594,114,821,117,1054,3318,26737,2268,32326,114,1551,104,1767,189,2116,164,2472,657,6271,509,7434,936,5100,341,6375,1246,3303,232,4785,992,2668,166,3824,462,2051,160,2674,289,1917,188,2380,79,1425,252,1752,4955,26393,2120,33472,219,3277,231,3730,313,4647,417,5381,1080,12945,1115,15141,1585,10601,760,12942,2031,6890,523,9447,1603,5485,351,7441,770,3867,300,4939,475,3178,325,3977,192,2245,371,2805,8273,53136,4389,65794
21004,58,1235,84,1380,92,1239,76,1401,245,2932,183,3361,359,2512,175,3050,420,2290,133,2842,433,2084,109,2624,261,1528,84,1871,135,655,55,843,26,219,23,266,2031,14692,923,17644,68,1137,56,1266,99,1141,57,1290,381,2955,160,3487,610,2424,145,3178,777,2191,147,3114,777,2009,102,2884,372,1651,84,2101,132,786,77,994,24,360,39,425,3232,14652,863,18747,129,2376,146,2643,189,2378,132,2698,624,5886,339,6854,972,4933,320,6225,1197,4480,280,5955,1209,4092,212,5513,633,3181,168,3979,260,1444,130,1834,53,581,58,689,5261,29343,1784,36390
21005,270,5804,485,6560,393,6393,582,7372,1295,14369,1476,17143,1679,13215,1239,16128,1511,9122,791,11420,1310,7933,602,9849,730,4950,338,6013,322,2407,210,2936,58,595,76,732,7572,64785,5795,78148,390,5397,427,6215,641,5710,458,6805,2087,14090,1213,17387,2645,12020,1053,15719,2547,8585,728,11861,2187,7146,539,9870,1041,5190,353,6581,314,2644,262,3219,30,915,119,1065,11891,61690,5146,78725,662,11204,911,12778,1037,12108,1034,14174,3388,28454,2691,34528,4324,25231,2298,31844,4054,17711,1520,23282,3501,15076,1139,19715,1771,10136,686,12596,636,5047,470,6151,91,1509,194,1797,19459,126473,10939,156874
21101,215,4461,166,4845,256,4586,189,5036,667,8889,470,10030,1104,9353,420,10880,1503,8488,363,10358,1578,7988,275,9839,1025,6245,250,7524,504,3307,238,4050,140,1045,148,1336,7001,54366,2532,63897,233,4084,161,4477,337,4105,187,4627,1014,8780,401,10194,1672,9335,396,11402,2450,8442,307,11200,2659,7735,295,10693,1502,6675,306,8481,556,3952,343,4857,78,1839,287,2203,10505,54939,2691,68131,450,8538,330,9320,596,8689,382,9661,1688,17668,868,20226,2778,18682,824,22278,3952,16932,672,21558,4233,15725,573,20534,2530,12923,553,16008,1065,7264,584,8903,216,2883,438,3539,17499,109300,5223,132024
21102,42,1031,26,1095,47,843,31,914,71,845,32,946,146,1100,47,1292,358,1610,72,2036,390,1462,42,1888,215,1134,51,1396,104,671,36,810,25,253,33,313,1398,8943,365,10700,41,909,30,978,78,731,25,835,115,801,40,951,238,1201,53,1491,545,1630,54,2235,580,1292,53,1926,323,1112,45,1481,128,743,58,923,16,378,40,437,2067,8805,397,11266,82,1941,54,2076,119,1573,56,1751,178,1645,74,1898,390,2302,96,2789,901,3243,129,4272,971,2755,95,3820,537,2240,99,2877,226,1413,91,1735,47,632,72,749,3459,17745,760,21966
21103,143,3144,107,3399,194,3015,118,3325,472,6472,324,7264,866,6940,327,8125,1148,5942,275,7367,1163,5072,215,6455,716,3966,181,4857,389,2291,189,2866,128,776,147,1050,5218,37612,1881,44710,151,2809,101,3060,242,2757,91,3094,826,6592,315,7735,1406,6943,309,8658,1871,5863,208,7943,1917,4981,209,7107,1114,4523,229,5867,436,2954,284,3680,81,1399,344,1825,8044,38820,2092,48953,299,5954,206,6454,435,5771,210,6419,1296,13063,640,14998,2273,13876,634,16781,3020,11804,485,15307,3080,10058,425,13555,1823,8492,413,10729,824,5243,478,6543,210,2172,493,2874,13261,76433,3971,93662
21104,74,1766,62,1900,101,1750,83,1931,223,3320,189,3723,461,3779,152,4390,686,3319,138,4142,569,2636,89,3303,388,2324,117,2828,243,1539,103,1885,81,581,94,755,2838,21011,1015,24865,81,1565,36,1686,133,1494,62,1689,297,3265,152,3713,681,3978,175,4831,1037,3294,120,4453,888,2670,119,3674,611,2593,149,3356,306,2007,194,2508,52,946,235,1225,4090,21822,1225,27136,150,3335,98,3582,239,3241,137,3621,521,6591,336,7442,1144,7755,320,9221,1723,6613,255,8593,1455,5307,208,6971,1002,4918,267,6188,555,3548,296,4398,136,1526,329,1983,6927,42832,2243,52005
21105,201,4461,233,4895,260,3985,214,4464,660,8331,443,9434,1103,8326,417,9846,1504,8395,507,10409,1757,7604,417,9777,1109,6305,310,7723,500,3357,250,4103,122,878,90,1081,7213,51639,2881,61731,219,4056,211,4489,359,3657,157,4172,1081,8160,397,9636,1823,8239,398,10465,2679,7829,420,10930,2899,7111,381,10389,1676,6534,336,8547,562,3584,253,4398,86,1380,126,1587,11384,50544,2683,64620,425,8518,442,9381,624,7644,372,8637,1742,16490,841,19073,2933,16563,819,20308,4181,16228,932,21344,4654,14713,796,20163,2783,12841,645,16273,1055,6941,506,8503,201,2251,218,2672,18599,102186,5566,126350
21201,150,3392,266,3805,185,3193,213,3591,526,7822,578,8924,861,7310,504,8678,936,5751,399,7083,820,4543,262,5632,543,3334,236,4110,243,1798,171,2212,62,448,88,595,4328,37592,2707,44623,181,3077,236,3499,238,3073,179,3486,1010,8118,564,9687,1481,6901,459,8844,1619,5420,375,7412,1441,4286,319,6049,785,3568,261,4615,268,1937,230,2433,33,707,159,897,7055,37087,2780,46920,332,6471,501,7301,427,6266,388,7073,1535,15937,1136,18610,2346,14207,966,17520,2547,11172,770,14493,2262,8838,579,11675,1334,6898,497,8722,511,3734,400,4646,92,1157,248,1493,11380,74677,5489,91543
21202,208,4180,281,4661,265,4256,305,4831,641,7864,719,9226,985,8036,581,9600,1215,7242,468,8927,1178,6566,364,8105,666,4539,247,5455,326,2251,214,2794,93,719,82,899,5574,45657,3275,54509,226,3836,242,4307,377,3648,265,4279,1000,7507,593,9097,1540,7743,542,9829,2008,6931,453,9388,1852,6173,356,8381,987,4590,320,5896,340,2647,248,3235,57,1292,189,1533,8386,44357,3207,55951,434,8017,525,8969,639,7899,568,9110,1640,15369,1314,18322,2525,15775,1127,19428,3223,14177,921,18323,3029,12739,727,16492,1654,9134,569,11354,666,4899,460,6024,147,2004,275,2428,13967,90009,6477,110454
21203,305,6522,389,7215,409,6844,485,7736,1175,15490,1237,17910,1797,16601,1097,19497,1518,11276,661,13457,1218,8088,510,9815,742,4849,293,5879,301,2211,172,2676,71,523,70,668,7530,72402,4918,84852,348,6247,371,6976,553,6492,418,7460,1989,16259,1211,19453,2716,15439,928,19086,2451,10390,638,13476,1959,7479,462,9900,1044,5050,329,6414,338,2467,204,3010,39,968,108,1115,11429,70801,4658,86890,654,12774,765,14189,963,13335,896,15196,3163,31753,2450,37361,4510,32043,2030,38576,3964,21663,1298,26931,3171,15567,974,19713,1785,9891,623,12305,630,4680,372,5685,110,1491,175,1779,18959,143198,9581,171741
21204,202,4825,317,5343,376,6361,580,7317,1035,15081,1597,17710,1345,11833,1038,14216,1417,9398,702,11518,1234,8433,640,10304,896,6770,465,8132,555,4019,353,4931,161,1439,141,1737,7220,68158,5830,81205,237,4479,336,5044,461,5524,419,6410,1388,12837,1144,15371,1843,10906,861,13610,2044,8698,612,11349,1994,7922,559,10470,1454,7078,508,9038,600,4590,402,5590,116,2307,235,2660,10127,64344,5076,79555,433,9302,655,10386,837,11885,1000,13723,2422,27916,2741,33086,3186,22741,1897,27822,3455,18092,1316,22866,3228,16360,1197,20781,2354,13853,972,17176,1158,8607,753,10518,274,3745,373,4396,17348,132505,10904,160760
21205,239,5070,211,5522,386,7528,571,8481,807,13192,1170,15163,1162,10361,629,12151,1696,8751,458,10904,1564,7310,323,9198,1009,5935,270,7217,666,4364,352,5384,269,1898,258,2433,7796,64418,4248,76463,230,4748,193,5168,396,6340,394,7124,900,11149,779,12830,1567,10542,542,12651,2539,8776,420,11735,2412,7129,334,9873,1544,6649,321,8521,857,5250,408,6515,182,2922,460,3560,10621,63499,3853,77977,468,9819,403,10691,777,13866,967,15607,1703,24338,1950,27994,2728,20908,1162,24798,4227,17529,878,22637,3976,14437,658,19073,2554,12590,595,15737,1522,9615,761,11896,447,4824,721,5990,18418,127918,8104,154433
21301,213,4749,430,5395,362,5863,605,6828,984,12991,1541,15519,1293,10321,1136,12752,1540,8917,834,11291,1470,8748,666,10879,990,6846,528,8362,466,3420,376,4264,137,999,144,1280,7457,62853,6265,76569,282,4572,381,5236,431,5218,483,6133,1344,11576,1268,14192,1939,9770,972,12678,2508,8846,753,12105,2340,8187,604,11135,1496,6862,522,8876,554,3768,382,4697,88,1720,288,2096,10984,60511,5660,77154,496,9321,813,10631,792,11078,1089,12962,2328,24566,2813,29712,3232,20092,2104,25432,4048,17765,1590,23403,3815,16936,1272,22022,2486,13706,1047,17238,1023,7184,756,8959,227,2712,432,3377,18439,123365,11919,153723
21302,78,2003,109,2186,154,1875,112,2144,347,4716,365,5431,655,5509,391,6547,915,4788,270,5973,901,4081,213,5192,471,3036,159,3668,226,1630,131,1988,88,628,51,778,3834,28279,1791,33906,106,1908,97,2102,153,1736,92,1978,529,4855,374,5757,1008,5631,310,6952,1486,4688,276,6444,1430,3794,194,5414,749,3185,187,4111,263,2045,145,2448,65,1110,112,1286,5781,28942,1774,36501,180,3907,198,4289,306,3608,204,4122,882,9575,736,11195,1663,11137,699,13504,2397,9477,547,12418,2328,7871,403,10604,1218,6221,339,7780,484,3680,273,4441,155,1739,165,2064,9611,57222,3570,70407
21303,66,1556,100,1723,148,2485,212,2853,493,8495,764,9751,722,6528,462,7715,743,4375,323,5444,619,3174,255,4048,289,2079,178,2551,133,955,109,1197,47,399,59,500,3260,30048,2464,35770,81,1535,88,1707,168,2374,190,2725,744,8154,613,9507,966,6204,377,7546,1118,4110,259,5489,911,3058,213,4179,427,2119,153,2702,142,1195,134,1476,34,659,154,846,4596,29404,2175,36173,150,3093,190,3426,316,4857,403,5577,1236,16643,1371,19257,1690,12725,839,15258,1866,8489,576,10931,1529,6232,463,8225,718,4202,336,5253,273,2153,245,2669,78,1059,215,1348,7849,59456,4639,71946
21304,279,5760,441,6478,321,5410,667,6400,963,12158,1749,14871,1704,13298,1531,16531,1596,10073,908,12580,1104,6732,535,8373,777,4978,333,6094,336,2069,218,2624,52,458,72,578,7138,60936,6444,74520,349,5520,408,6279,464,4961,383,5812,1731,12804,1200,15734,2723,12793,1052,16560,2653,9181,678,12518,1858,6555,470,8885,1124,5256,334,6712,301,2265,219,2792,42,846,104,988,11250,60183,4856,76287,633,11275,851,12758,787,10367,1054,12207,2694,24961,2950,30609,4425,26089,2579,33096,4245,19262,1586,25099,2963,13288,1001,17257,1903,10233,671,12804,636,4336,435,5409,91,1306,172,1565,18390,121113,11306,150806
21305,348,7472,628,8452,436,8553,1013,10004,1432,21183,2627,25242,2634,25024,2278,29935,1872,13278,1082,16235,1468,8785,626,10887,795,5872,409,7075,339,2347,211,2893,51,537,85,677,9379,93052,8973,111404,363,6858,536,7757,601,7206,653,8463,2436,22532,2043,27010,3648,22546,1696,27894,2836,11960,843,15635,2291,8749,550,11592,1152,6029,433,7610,329,2709,247,3280,49,1006,175,1223,13697,89596,7174,110460,709,14330,1167,16203,1040,15758,1672,18465,3865,43710,4673,52248,6283,47573,3975,57834,4709,25238,1926,31868,3762,17534,1181,22475,1950,11899,841,14687,666,5054,460,6174,100,1545,262,1904,23070,182649,16147,221868
21401,167,3723,244,4132,207,3457,228,3893,628,8065,614,9306,1047,7929,579,9551,1302,7441,581,9322,1315,6405,459,8179,845,4883,335,6062,348,2649,275,3272,112,817,177,1106,5971,45373,3479,54823,193,3241,257,3696,298,3340,218,3863,1077,8103,591,9767,1778,7817,548,10147,2195,6999,472,9666,2105,6273,377,8752,1224,5300,335,6858,420,3163,380,3965,84,1460,363,1913,9371,45702,3543,58620,361,6962,497,7827,504,6804,449,7760,1708,16168,1204,19076,2827,15746,1128,19695,3498,14437,1047,18983,3421,12678,831,16928,2067,10189,664,12919,769,5812,658,7236,195,2281,540,3017,15342,91069,7023,113444
21402,229,4475,320,5022,195,3643,209,4046,494,6209,463,7167,921,6945,536,8398,1516,8500,655,10675,1886,8471,601,10959,1502,9140,666,11310,849,5945,585,7383,273,1924,360,2561,7869,55252,4393,67516,245,4029,322,4592,274,3101,217,3595,802,6163,423,7390,1627,7286,518,9433,2708,8612,627,11941,3316,8324,607,12245,2319,9714,770,12807,1003,6698,755,8453,194,2665,606,3467,12487,56585,4842,73922,476,8502,642,9616,462,6750,433,7640,1295,12369,887,14555,2553,14229,1058,17834,4222,17109,1282,22616,5209,16799,1202,23203,3825,18855,1438,24115,1852,12641,1338,15833,466,4596,964,6029,20359,111839,9239,141435
21501,77,1403,167,1645,78,1294,139,1510,239,2851,448,3541,345,2399,395,3134,538,2624,389,3547,743,3492,410,4646,503,3232,398,4137,241,1749,280,2270,77,623,136,836,2849,19669,2749,25265,94,1256,134,1485,109,1143,97,1348,391,2755,209,3353,562,2296,201,3066,834,2649,251,3731,1151,3042,256,4451,701,2971,274,3942,292,1947,296,2542,56,1006,219,1287,4188,19067,1950,25200,171,2660,299,3127,187,2436,241,2859,632,5602,657,6896,908,4693,595,6198,1374,5271,637,7280,1897,6537,664,9097,1202,6204,673,8082,533,3696,581,4811,131,1635,352,2123,7035,38730,4700,50466
21502,75,1424,180,1680,91,1424,145,1650,264,3136,369,3774,324,2583,321,3238,429,2683,324,3438,525,2772,325,3618,353,2394,269,3016,186,1314,179,1677,52,435,81,568,2298,18160,2196,22661,99,1342,158,1600,135,1263,130,1526,439,3057,354,3851,633,2526,324,3481,803,2570,267,3636,894,2594,280,3765,523,2344,258,3121,222,1415,200,1834,40,796,123,956,3785,17899,2080,23768,173,2762,340,3279,225,2684,269,3176,706,6192,723,7619,960,5113,648,6720,1232,5253,593,7076,1414,5364,599,7383,876,4737,525,6137,402,2723,381,3505,93,1232,198,1526,6083,36057,4277,46427
21503,49,885,121,1058,70,822,92,985,156,1853,241,2251,202,1653,232,2090,296,1695,220,2209,442,2149,251,2841,357,1989,243,2587,134,1100,162,1396,32,379,79,493,1730,12531,1652,15907,51,731,95,878,86,705,81,876,254,1785,211,2252,345,1534,210,2084,520,1525,174,2219,700,1826,210,2734,441,1704,204,2356,171,1187,188,1540,38,619,136,797,2604,11618,1526,15746,101,1614,220,1935,152,1532,174,1862,410,3638,452,4503,544,3188,444,4175,817,3214,393,4431,1138,3972,468,5575,799,3699,452,4945,296,2286,351,2936,74,1004,215,1297,4332,24149,3168,31652
21601,61,1031,105,1196,74,811,67,950,125,1608,171,1905,203,1499,148,1848,340,1861,192,2397,427,2213,189,2833,325,2062,210,2597,177,1228,175,1579,40,393,78,507,1772,12700,1335,15809,63,869,108,1034,67,805,61,935,236,1630,147,2012,391,1525,141,2059,621,1764,160,2544,686,2032,177,2900,463,1919,181,2564,197,1245,195,1629,36,559,170,765,2758,12348,1333,16442,119,1893,212,2226,143,1609,131,1881,365,3238,313,3910,594,3024,292,3906,963,3625,349,4947,1115,4249,368,5730,788,3976,393,5159,372,2472,366,3205,69,955,252,1276,4532,25046,2672,32243
21602,44,731,89,867,39,588,47,677,144,1229,140,1508,171,1179,141,1490,257,1415,140,1812,309,1704,153,2173,248,1865,165,2274,152,1091,157,1393,24,348,61,441,1392,10158,1088,12635,46,659,81,777,52,515,49,625,218,1206,130,1549,290,1131,128,1548,416,1304,134,1852,519,1571,134,2230,392,1734,170,2302,156,1052,141,1342,23,493,94,614,2114,9660,1061,12834,81,1389,169,1644,98,1107,101,1307,354,2434,264,3055,465,2306,269,3039,675,2712,273,3661,834,3279,293,4402,642,3601,330,4581,303,2136,292,2735,42,848,161,1050,3497,19817,2156,25470
21603,87,1864,227,2180,124,1632,196,1957,286,3585,466,4341,418,3144,396,3954,603,3292,380,4276,638,3159,348,4146,450,2781,281,3505,240,1590,204,2036,64,497,86,645,2905,21551,2586,27035,125,1636,174,1931,160,1559,155,1876,525,3624,385,4536,746,3095,357,4197,1029,2901,297,4228,1048,2969,311,4328,680,2745,255,3683,240,1705,270,2213,47,828,132,1001,4590,21061,2330,27985,211,3500,401,4109,284,3192,351,3830,811,7206,855,8876,1160,6237,750,8147,1633,6195,677,8499,1682,6130,657,8472,1125,5530,536,7190,478,3297,473,4253,107,1326,221,1648,7497,42609,4918,55021
21701,54,940,89,1083,44,765,57,863,145,1497,129,1765,213,1448,128,1785,317,1793,161,2275,466,2180,173,2821,346,2216,185,2748,149,1103,138,1389,41,348,47,429,1782,12287,1107,15173,67,822,83,976,62,639,53,753,212,1444,107,1766,355,1471,143,1966,561,1717,128,2405,721,2036,158,2916,433,2058,170,2664,154,1209,137,1498,23,643,90,751,2584,12041,1078,15704,121,1764,175,2057,103,1403,107,1622,355,2940,235,3532,562,2921,269,3756,880,3514,292,4688,1188,4212,332,5738,783,4278,357,5411,306,2311,279,2898,57,984,136,1184,4362,24326,2186,30877
21703,48,972,127,1150,59,829,70,960,159,1778,181,2120,206,1652,148,2003,342,1866,186,2397,467,2203,190,2866,312,2130,188,2629,146,1145,127,1416,41,341,79,450,1785,12917,1295,15994,58,828,104,993,80,679,46,807,239,1648,132,2023,362,1544,143,2053,562,1762,145,2472,741,1969,180,2890,436,1977,184,2599,186,1200,159,1550,18,603,102,721,2688,12213,1207,16111,111,1799,231,2142,138,1505,118,1766,396,3431,317,4143,575,3197,296,4060,910,3629,335,4872,1206,4176,375,5753,750,4111,370,5227,336,2347,281,2972,59,937,177,1171,4474,25128,2499,32101
