SA3_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
10604,73,188,315,254,256,235,229,106,27,1678,51,260,441,358,302,309,192,73,22,2002,21,190,508,406,423,377,181,46,10,2154,13,116,302,255,275,211,99,23,0,1297,0,74,307,261,243,214,89,29,10,1224,3,30,222,208,238,159,36,14,8,918,0,55,438,597,556,383,67,10,0,2106,0,8,86,149,130,96,13,0,0,487,0,6,34,124,149,95,28,5,12,462,161,132,387,335,338,295,273,233,155,2303,1876,1547,3964,3823,3900,3914,3104,1690,659,24478
10701,150,628,834,797,709,699,598,414,106,4940,92,682,1156,966,954,843,443,156,47,5344,42,535,1345,1181,1088,963,404,100,14,5680,15,275,1021,935,829,697,211,51,6,4038,3,109,894,807,753,559,181,46,13,3356,6,66,568,682,661,453,69,18,4,2523,0,40,789,1158,1106,689,110,18,0,3920,4,4,114,193,191,144,16,0,0,670,0,3,83,219,255,165,44,23,8,797,268,218,588,505,459,420,452,437,370,3725,4840,4757,9956,9897,9843,9835,8003,5256,2249,64634
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10703,262,796,997,808,883,925,976,472,121,6236,110,863,1334,1012,1179,1086,775,272,62,6700,38,685,1574,1362,1369,1336,775,220,45,7395,12,314,1294,1099,1097,921,401,97,16,5252,0,160,1121,1052,1032,816,265,104,21,4574,5,64,744,919,857,669,175,45,3,3472,3,48,1011,1765,1660,1127,240,53,9,5905,0,11,137,359,345,211,74,10,5,1153,8,8,118,420,490,332,110,55,14,1551,299,303,605,571,569,570,638,622,554,4734,6090,5548,11578,11815,12433,13081,11401,6432,2471,80850
10704,256,1398,1371,973,971,1013,1041,622,189,7840,119,1258,1779,1188,1248,1215,985,441,141,8379,58,1040,2329,1591,1537,1494,978,324,60,9405,26,580,1998,1414,1396,1211,570,166,36,7395,0,271,1870,1465,1465,1190,423,149,43,6871,0,97,1362,1422,1275,932,270,67,22,5431,3,106,1862,2902,2777,1658,438,90,9,9860,0,7,287,659,729,413,83,25,7,2210,3,13,305,1045,1209,759,221,90,21,3664,467,659,942,785,765,659,664,712,675,6334,8196,11024,18467,16854,16993,16232,12909,8052,3503,112228
10801,58,167,251,281,332,462,475,283,85,2400,19,150,285,359,416,502,329,176,53,2290,8,97,290,354,427,478,300,114,33,2110,0,50,214,210,278,298,158,74,15,1289,0,21,121,178,233,207,120,67,26,972,0,4,111,142,168,174,74,14,8,684,0,5,93,211,265,229,92,29,3,924,0,0,26,26,42,53,21,3,3,180,4,4,15,67,103,93,58,39,12,388,148,94,209,233,281,391,524,500,405,2778,1509,1078,2385,2854,3760,5343,6366,3967,1599,28862
10802,86,292,465,439,496,649,580,301,76,3392,57,304,584,511,613,735,439,178,51,3476,18,166,516,519,642,676,352,113,38,3040,5,80,339,354,404,420,184,52,14,1848,0,26,242,282,339,313,135,49,18,1408,0,14,149,220,267,206,58,21,3,932,0,9,134,294,398,298,67,15,0,1227,0,0,12,32,58,56,21,6,3,197,0,9,27,44,89,85,51,38,4,343,361,320,782,687,571,691,635,507,310,4861,2780,2153,4738,4852,5892,8243,8231,4399,1579,42862
10803,0,0,11,4,0,4,4,0,0,34,0,3,12,3,9,10,5,0,0,47,0,0,11,14,9,9,0,3,0,44,0,0,11,12,9,9,6,0,0,47,0,0,5,11,5,3,3,0,0,31,0,0,0,0,0,3,3,0,0,10,0,0,0,5,6,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,6,10,4,0,31,4,6,64,69,43,82,56,38,15,379
10804,185,622,785,755,817,978,1165,745,235,6290,79,588,1027,964,1175,1209,846,466,143,6499,42,408,1106,1087,1238,1236,796,350,93,6348,4,176,759,822,936,877,425,150,38,4186,0,55,580,668,815,650,264,109,55,3202,0,27,380,581,664,488,172,64,15,2379,0,17,387,900,1141,690,194,64,15,3410,0,0,52,177,201,141,61,16,3,647,3,4,74,265,351,249,116,55,25,1141,296,233,488,473,489,593,709,687,554,4518,4938,3865,7637,8655,10452,12081,13190,8692,3414,72918
10805,106,313,575,488,622,769,732,441,118,4168,50,336,668,619,706,827,519,229,55,4015,30,211,645,626,794,799,476,175,38,3795,8,95,379,396,476,536,267,76,12,2249,4,41,281,353,385,380,167,74,33,1715,0,12,194,219,302,276,81,33,8,1124,0,13,172,347,450,381,99,25,3,1495,0,4,21,51,87,55,23,11,0,252,3,7,29,72,146,119,92,33,7,504,303,195,434,436,518,667,735,633,381,4295,2978,2254,4950,5203,6659,9040,9693,5477,1926,48177
10901,175,665,756,606,580,630,603,332,104,4455,103,636,1202,850,793,821,551,226,106,5292,41,444,1282,1034,1065,1026,487,155,25,5572,12,231,960,838,783,688,272,88,15,3890,5,89,690,705,659,595,208,61,29,3037,0,35,377,533,552,432,126,35,3,2103,0,37,466,874,842,564,139,31,9,2967,0,0,49,128,134,113,46,12,3,491,4,9,80,214,252,198,103,31,11,903,330,265,544,539,560,563,566,461,224,4049,4132,3896,8236,8100,8069,8468,7487,4274,1611,54274
10902,20,90,121,100,123,152,107,40,15,773,20,104,183,145,161,203,95,32,5,936,10,75,183,154,183,216,117,28,3,958,0,34,123,122,106,120,61,8,3,586,6,14,96,91,118,132,32,14,4,499,0,17,70,71,86,96,20,0,0,366,0,12,53,105,169,101,28,7,0,478,0,3,12,18,26,27,10,0,0,95,0,3,22,24,54,47,30,9,0,182,127,89,226,223,243,239,237,133,61,1575,706,659,1475,1369,1667,2010,1606,860,288,10636
10903,94,266,354,338,401,498,536,307,96,2893,67,268,524,463,527,648,439,179,45,3153,22,217,614,513,651,699,371,105,30,3230,10,108,383,408,448,423,196,53,7,2038,3,39,353,351,401,367,159,49,15,1744,0,21,183,227,262,268,89,26,3,1081,3,12,172,327,443,337,94,27,6,1421,0,0,34,70,54,58,21,13,0,254,3,6,36,68,128,117,88,32,15,482,226,167,414,378,460,612,707,623,349,3939,2253,1672,3976,4106,5078,6542,7063,4148,1514,36343
11001,84,310,434,336,313,354,361,207,79,2478,53,271,602,357,423,470,286,146,47,2651,29,203,588,481,452,493,330,133,17,2729,12,103,393,388,338,338,172,55,19,1807,7,48,310,305,329,271,128,79,8,1497,0,20,241,245,272,222,85,28,8,1123,0,12,217,476,522,365,95,29,5,1727,0,0,28,40,94,81,40,14,5,303,0,13,36,84,140,184,69,28,10,561,445,419,475,335,347,386,328,311,188,3231,2800,2672,4518,3993,4301,4900,4141,2610,897,30827
11002,88,215,389,334,374,435,351,213,53,2447,52,264,505,484,497,558,290,143,35,2830,19,186,473,452,532,508,278,91,16,2547,5,92,262,242,330,287,142,46,10,1408,6,17,196,224,236,200,107,55,12,1053,0,14,115,158,185,158,59,34,0,720,0,16,132,233,315,180,78,35,6,989,0,0,15,36,40,26,17,3,0,147,3,3,26,56,80,89,49,26,4,339,269,191,440,466,547,574,572,446,208,3701,2158,1698,3694,3746,4723,5768,5731,3436,1176,32125
11003,60,148,206,188,176,223,151,81,14,1246,44,192,319,277,271,301,141,50,17,1605,25,153,397,293,323,343,172,34,9,1747,11,131,291,227,233,229,92,18,4,1236,4,47,280,210,198,197,58,19,7,1031,4,19,191,151,168,146,62,9,4,750,0,28,242,262,274,197,50,11,3,1067,0,0,47,60,60,38,15,10,3,234,7,10,36,80,83,81,37,21,5,355,247,289,545,526,575,639,442,291,128,3681,1327,1443,3175,2839,3066,3474,2482,1386,457,19647
11004,225,550,904,749,745,743,713,473,147,5248,160,743,1464,1012,1052,1044,595,219,57,6354,75,566,1651,1343,1239,1169,553,198,30,6818,18,290,1014,936,844,748,305,85,20,4252,3,151,740,746,698,576,220,92,27,3263,4,85,543,589,566,456,124,32,8,2401,3,83,735,1057,1061,639,194,40,9,3830,0,6,113,204,188,125,45,15,5,702,5,11,114,242,295,230,83,36,20,1032,527,404,937,869,840,822,853,701,467,6426,5271,4401,10560,9762,9937,10440,9223,5713,2144,67450
11101,280,965,1101,978,1024,1141,1287,679,210,7648,134,1070,1507,1330,1476,1421,983,439,119,8480,60,744,1985,1745,1806,1714,1065,333,60,9515,17,406,1637,1569,1438,1253,565,168,29,7084,15,175,1389,1457,1376,1123,420,132,41,6121,0,72,934,1213,1250,872,232,71,16,4666,0,58,1254,2529,2396,1486,356,74,17,8177,0,12,186,504,515,328,71,22,5,1636,4,8,175,679,876,540,160,75,28,2534,306,307,674,625,624,630,734,747,624,5265,7361,6816,13956,15650,16282,16266,14591,9036,3617,103573
11102,187,644,894,707,748,809,839,520,141,5475,116,732,1247,951,1007,933,666,312,107,6063,48,547,1476,1229,1264,1162,663,222,47,6672,14,276,1099,956,997,772,317,97,14,4542,4,130,887,883,825,685,243,106,34,3798,0,49,582,734,704,506,144,46,9,2779,0,42,814,1249,1161,811,160,32,12,4282,0,9,111,203,233,174,33,16,5,782,3,8,98,228,290,266,88,38,12,1044,244,238,481,491,452,462,626,777,734,4507,4837,4726,10014,9773,10181,10800,10368,6413,2625,69737
11103,333,1878,2026,1392,1192,1362,1367,676,225,10448,180,1924,3050,1751,1708,1720,1193,525,185,12240,75,1507,3770,2447,2254,2070,1172,376,77,13739,25,876,3365,2171,1807,1501,632,189,53,10618,10,385,2934,2128,1824,1372,466,159,52,9327,4,157,2052,1884,1599,1125,328,67,23,7237,0,143,2739,3779,3264,1918,455,104,27,12429,3,16,400,832,788,419,131,38,10,2627,7,21,433,1281,1431,896,295,82,17,4458,634,942,1469,1136,1061,965,1034,1057,1160,9456,10265,14866,28022,23119,21725,20370,16713,9872,4635,149592
11201,142,587,1077,897,890,995,1013,515,171,6296,87,545,1279,1146,1185,1237,888,317,110,6801,21,324,1300,1257,1322,1292,857,276,61,6710,10,123,855,957,1064,839,458,147,41,4489,7,66,637,838,878,762,348,109,42,3676,0,38,358,604,710,533,205,63,11,2525,0,13,427,1062,1182,826,319,72,15,3920,0,6,88,234,244,202,75,27,14,873,10,5,120,489,554,439,241,63,11,1927,410,374,974,1024,978,940,930,606,556,6792,4398,3589,9561,10956,11801,12569,12094,6029,2598,73582
11202,167,571,802,705,761,880,735,315,109,5045,120,572,1028,981,1040,1178,599,190,63,5765,47,336,1033,990,1202,1173,533,158,39,5507,4,140,606,679,762,658,262,55,10,3179,3,64,429,572,602,546,184,54,17,2480,0,21,247,400,410,317,114,21,7,1536,0,22,214,526,636,497,126,30,3,2063,0,0,24,76,99,89,27,6,0,318,5,9,44,122,183,170,79,41,9,658,467,352,728,763,784,868,747,559,390,5673,4226,3587,7335,7875,9265,10913,9529,4723,1893,59349
11203,160,616,906,876,955,1249,1177,680,226,6848,99,609,1119,1113,1229,1405,839,375,134,6918,21,352,1233,1332,1438,1484,806,289,84,7045,0,163,835,1056,1053,905,416,126,25,4584,8,60,618,887,922,734,296,115,39,3670,5,26,385,732,717,513,173,52,28,2627,0,28,458,1055,1160,745,209,62,19,3740,0,0,64,216,210,137,47,15,4,692,7,6,76,306,409,281,118,53,28,1286,422,337,768,929,921,978,931,962,961,7205,5118,4096,8868,11161,12115,14018,13616,8467,3844,81307
11301,166,364,556,509,484,522,393,195,63,3243,114,493,1058,798,771,720,334,135,49,4464,58,428,1069,842,753,798,304,95,25,4380,14,185,666,541,571,503,175,35,7,2701,5,84,489,448,445,366,140,38,18,2032,3,26,297,320,360,298,85,39,6,1419,5,23,319,452,579,346,101,31,4,1850,0,0,29,77,86,75,25,9,3,302,6,5,35,97,117,139,78,36,12,527,306,285,657,540,594,565,529,368,312,4149,3205,2728,6694,5889,6178,6275,4660,2832,1286,39743
