SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED22105,0,16,16,26,22,15,9,3,0,111,0,17,39,113,69,38,26,11,0,317,8,118,228,1026,438,229,140,32,11,2226,0,0,0,25,4,0,0,0,0,26,0,18,16,87,12,0,0,0,0,134,0,0,9,50,34,27,12,5,0,133,3,24,17,36,17,9,5,0,0,111,4,9,13,87,53,26,20,0,4,216,0,0,0,14,10,5,4,4,3,40,0,9,38,81,35,11,10,0,0,163,8,110,269,795,393,304,182,111,22,2199,230,509,368,945,269,223,154,77,31,2810,5928,10886,7951,21504,7308,5010,3068,1483,428,63570,11,158,428,1095,267,108,39,21,3,2132,5196,8103,4439,8679,3015,2204,1624,834,357,34451,0,12,18,92,18,0,4,0,0,145,0,0,0,49,19,23,5,5,0,109,0,0,0,19,0,5,3,0,0,24,0,13,36,267,80,61,38,4,4,507,0,4,3,19,9,4,5,0,0,37
SED22201,0,11,10,22,11,13,5,5,0,72,4,11,12,63,41,39,23,19,4,218,0,6,3,83,18,17,14,6,3,160,0,7,0,8,5,3,0,0,0,26,0,8,14,24,3,0,0,0,0,57,0,0,0,0,3,3,0,0,0,9,4,4,18,30,19,14,12,4,0,101,0,0,0,22,17,11,4,3,0,63,0,0,0,5,10,3,9,4,0,31,0,0,0,7,4,0,3,0,0,16,3,26,37,145,86,75,78,72,17,536,32,100,91,251,98,110,83,64,42,864,1978,3819,3474,8294,3656,3405,2727,1681,578,29615,0,0,0,0,0,5,0,0,0,3,1743,3155,2707,6021,2911,2674,2265,1366,594,23438,0,0,0,4,5,0,0,0,0,7,0,0,0,3,0,5,0,0,0,9,0,0,0,6,0,0,0,0,0,11,0,0,3,17,7,9,6,0,0,46,0,4,5,12,4,6,5,4,0,44
SED22305,0,14,9,23,12,7,11,3,0,82,0,4,7,31,19,20,15,18,0,120,16,76,191,1164,317,224,189,89,25,2279,0,0,0,18,4,5,3,0,0,26,0,6,21,52,6,0,0,0,0,89,0,3,7,34,33,48,20,20,0,165,0,3,12,13,0,6,3,0,3,49,4,22,44,236,168,170,92,29,18,776,0,0,0,0,0,8,0,3,0,8,0,0,0,10,3,0,0,0,0,17,10,96,170,735,387,390,317,211,60,2378,203,315,331,1144,343,295,181,122,40,2970,2618,4585,4802,13636,4599,3916,2997,1742,577,39470,16,226,467,1093,253,112,40,9,0,2228,2198,3045,2122,2960,1138,1008,832,432,239,13977,0,10,13,78,15,7,0,0,0,124,0,3,15,154,108,144,81,39,8,553,0,0,0,15,0,0,0,0,0,11,0,9,31,170,84,74,31,22,7,413,0,0,0,7,3,0,0,0,0,9
SED22404,0,3,0,3,7,9,5,0,0,18,0,3,5,14,31,16,21,5,0,94,0,0,3,9,4,4,8,3,0,30,5,0,0,10,0,0,0,0,0,13,0,0,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,5,15,15,19,17,6,0,83,0,0,4,5,5,0,0,0,0,19,0,0,0,0,7,5,12,7,0,35,0,0,0,3,0,7,0,0,0,18,0,3,5,48,49,77,66,68,19,338,72,265,258,494,401,419,349,189,50,2496,1525,3795,3394,6377,4268,4879,4281,2160,551,31220,0,0,0,0,0,0,0,0,0,0,1328,3295,2669,5463,3422,3719,3005,1386,491,24784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,7,0,0,0,0,0,13,0,0,0,13,8,0,0,0,0,16,0,5,0,21,8,14,9,0,0,56
SED22501,0,14,4,15,8,3,12,0,0,56,0,4,15,47,43,26,7,10,0,161,0,0,6,43,12,17,18,6,0,109,0,3,0,7,6,0,0,0,0,15,0,10,11,8,3,0,0,0,0,24,0,3,0,17,7,6,4,0,0,42,6,24,25,26,32,18,20,7,0,153,0,3,0,16,7,6,3,0,0,40,0,0,0,9,3,7,5,0,0,30,0,0,0,4,8,0,0,0,0,15,6,31,31,121,100,100,93,62,22,554,29,73,62,139,89,82,89,73,48,682,1675,4090,3561,6406,4228,3862,3299,1590,406,29110,0,0,0,0,0,0,0,0,0,0,1520,3658,2975,5181,3566,3255,2569,1149,377,24266,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,3,0,0,12,0,0,0,9,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,3,3,27,22,12,11,3,0,78
SED22607,3,10,3,46,11,8,3,0,3,85,0,6,10,49,19,4,8,3,4,99,0,10,12,80,31,12,21,14,0,182,0,0,0,21,0,0,0,0,0,27,0,4,9,22,4,0,0,0,0,41,0,0,3,58,47,35,17,7,0,162,4,18,8,80,28,12,19,3,0,168,0,19,38,122,110,103,69,15,9,492,0,0,0,5,0,0,3,0,0,20,0,0,4,17,3,0,0,0,0,33,4,61,91,677,210,160,102,67,28,1398,71,126,160,486,194,176,110,66,41,1429,1732,3819,4198,11091,4642,3899,2809,1302,523,34007,0,0,4,8,0,3,0,0,0,17,1532,3160,3449,7084,3491,2879,1778,681,421,24477,0,3,0,18,3,0,0,0,0,26,0,0,0,20,3,10,6,5,0,48,0,0,3,59,6,0,4,0,0,68,0,0,0,3,6,0,6,4,0,16,0,13,3,46,16,8,0,0,0,98
SED22704,0,0,0,0,6,0,0,0,0,6,0,0,4,17,11,9,6,3,0,56,0,3,3,14,9,6,5,0,0,38,0,0,0,4,0,0,0,0,0,7,0,3,3,19,4,3,0,0,0,33,0,0,0,6,4,3,0,6,0,13,0,3,10,9,10,6,11,3,0,51,0,0,4,11,8,6,0,0,0,24,0,0,0,0,0,7,7,3,6,26,0,0,0,3,0,0,0,0,0,8,0,11,19,61,38,72,67,58,14,339,105,314,308,618,408,519,469,296,88,3128,1701,3861,3802,6968,4326,5220,5046,2684,763,34375,0,0,0,0,0,0,0,0,0,0,1495,3229,2743,5691,3686,4237,3667,1943,822,27506,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,6,3,4,5,0,0,23,0,0,0,12,10,10,4,0,0,42
SED22802,0,3,11,11,4,6,5,0,0,46,0,3,17,60,40,27,20,7,0,170,0,3,7,43,21,14,9,9,0,110,0,0,0,5,0,3,0,0,0,5,0,5,22,13,0,0,0,0,0,44,0,0,0,0,5,3,0,0,0,11,0,8,10,23,15,14,9,3,0,86,0,3,0,10,6,0,0,0,0,18,0,0,0,0,5,14,5,4,6,29,0,0,0,4,8,6,0,0,0,19,4,12,24,97,71,67,70,61,17,425,49,95,94,239,127,121,98,83,26,934,1987,3926,3850,8028,3847,3568,2750,1609,386,29955,0,0,0,0,0,0,0,0,0,0,1871,3428,3220,6478,3293,2784,2129,1020,308,24526,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,7,4,6,0,0,12,0,0,3,21,14,13,4,0,0,59
SED22901,0,19,66,54,41,35,24,9,5,256,0,7,14,48,48,27,33,14,3,200,0,29,63,242,116,113,108,40,7,726,5,3,0,27,9,3,4,3,0,68,0,5,0,18,8,3,0,0,0,37,0,0,0,4,5,7,3,0,3,24,0,10,15,20,14,15,4,4,4,88,0,3,11,47,50,65,42,9,3,230,0,0,0,0,8,6,10,0,8,20,0,0,7,11,3,4,0,0,0,25,0,20,50,161,97,103,123,89,49,681,46,86,84,226,102,95,97,70,40,831,1603,3696,3580,7862,3698,3461,3154,1599,579,29232,0,0,0,17,6,6,0,0,0,28,1506,2866,2454,4125,2071,2114,1817,961,504,18413,0,0,3,15,0,3,0,0,0,23,0,0,0,8,0,0,5,0,3,15,0,0,0,11,3,4,0,0,0,17,0,0,3,17,34,33,26,5,0,126,0,0,0,10,13,8,0,0,0,30
SED23007,0,0,5,65,17,5,9,3,0,116,0,4,0,65,14,7,8,0,0,98,0,8,28,147,23,21,11,3,0,241,0,0,0,44,3,3,0,0,0,55,6,4,17,50,15,0,3,0,0,90,0,0,0,55,32,50,21,12,0,173,3,12,14,64,25,9,4,3,0,128,9,108,303,1189,912,1065,631,173,77,4468,0,0,0,7,5,5,0,0,0,16,0,0,5,28,0,0,0,0,0,42,5,79,187,1146,401,281,219,130,48,2495,89,204,300,1051,310,246,187,136,53,2572,2360,4158,4876,17056,5018,4067,2825,1520,547,42436,0,0,11,30,6,0,3,0,0,56,2040,3028,3169,7193,2020,1371,779,373,220,20200,4,7,14,122,16,4,0,0,0,167,0,0,3,30,17,27,30,16,0,127,0,0,0,56,6,3,4,3,0,70,0,0,5,17,15,20,15,8,0,69,0,3,0,46,6,5,0,0,0,61
SED23101,0,34,56,47,40,26,25,9,0,250,5,3,9,38,35,30,11,11,4,140,0,31,114,336,101,91,109,46,14,841,0,7,7,61,14,9,18,6,0,122,0,6,11,33,9,6,5,0,0,63,0,3,0,11,0,0,0,4,0,26,0,21,26,26,13,10,6,5,0,112,0,17,14,68,115,127,86,32,6,467,0,0,0,3,0,3,3,0,0,9,0,0,6,6,6,8,0,0,0,26,4,41,50,134,100,106,119,99,54,706,24,57,102,202,97,64,101,83,54,782,1459,3778,4004,7273,3986,3358,2877,2201,906,29839,0,0,0,16,5,6,5,0,0,25,1147,2853,2413,2571,2067,1552,1554,1455,728,16346,0,0,4,18,10,3,3,0,0,41,0,0,0,3,0,3,4,0,0,14,0,0,0,7,4,0,0,0,0,13,0,0,0,18,24,30,31,14,0,120,0,4,3,9,6,7,7,3,5,43
SED23205,0,0,0,15,3,3,0,0,0,23,0,3,23,51,48,24,13,4,3,165,0,0,4,33,17,9,21,12,0,94,0,0,0,5,0,4,0,0,0,15,0,6,8,13,3,0,0,0,0,29,0,0,0,6,0,7,4,0,0,27,3,12,3,44,20,10,21,7,0,122,0,8,7,9,8,3,0,4,0,34,0,0,0,16,9,12,12,13,7,71,0,0,6,9,10,4,8,0,0,34,0,48,56,204,120,123,123,96,32,804,96,205,216,574,307,270,167,108,39,1985,1769,3782,3622,8334,4055,3728,2983,1755,652,30680,0,0,0,5,5,3,0,0,0,18,1627,3207,2673,6248,2886,2493,2057,1214,648,23062,0,0,0,9,0,0,0,0,0,7,0,0,0,15,13,23,10,4,0,72,0,0,0,12,5,4,0,0,0,19,0,0,0,11,10,5,0,0,0,24,0,8,6,28,9,7,11,6,0,74
SED23308,0,6,3,10,0,4,9,0,0,31,0,4,3,33,16,10,15,6,0,89,6,6,8,65,8,0,9,4,0,108,0,0,0,12,0,0,0,0,0,12,0,3,4,9,4,0,0,0,0,26,0,0,0,9,6,0,0,3,0,11,0,3,8,32,20,12,9,8,0,94,0,8,9,29,6,6,0,0,0,58,0,0,5,8,6,6,6,6,4,34,0,0,0,9,3,5,0,0,0,19,5,31,35,175,51,51,85,55,22,508,59,168,192,452,205,190,150,104,46,1562,1916,3771,4065,9474,3961,3806,3097,1603,612,32320,0,0,4,3,0,0,0,0,0,4,1710,3169,3397,7454,3569,3436,2699,1513,726,27679,0,0,0,17,0,0,0,0,0,17,0,0,0,13,3,9,3,0,0,31,0,3,0,16,0,3,0,0,0,26,0,0,0,3,5,0,0,0,0,10,0,4,0,35,18,7,6,0,0,72
SED23402,0,16,13,27,12,11,4,0,0,80,3,20,42,85,75,44,24,10,8,309,6,56,62,464,162,102,47,27,6,926,0,8,0,4,0,0,0,0,0,10,3,4,8,13,6,0,0,0,0,32,0,0,0,0,9,12,0,0,0,23,0,18,19,28,25,13,6,3,0,127,0,0,4,26,3,3,8,0,0,49,0,0,0,5,11,13,4,8,0,50,0,0,11,29,18,11,0,0,0,70,0,56,87,334,180,167,121,92,29,1060,99,266,238,510,219,185,150,107,45,1818,3026,6138,5381,11765,5245,4412,3111,1712,512,41294,0,3,28,67,19,7,8,5,0,140,2879,5060,4067,8036,3811,3009,2146,1090,449,30552,0,7,8,51,10,0,0,0,0,77,0,0,0,27,11,4,5,4,0,52,0,0,4,10,3,0,0,0,0,16,0,0,3,31,3,0,0,0,0,43,0,10,5,21,21,5,5,6,0,72
SED23502,0,5,0,3,0,0,4,0,0,14,0,3,5,18,22,19,15,8,0,84,0,0,0,14,0,0,0,6,0,30,0,0,0,5,0,0,0,0,0,5,0,8,3,19,0,0,0,0,0,30,0,0,0,3,0,4,0,0,0,7,0,3,0,9,3,13,18,5,5,55,0,5,5,18,11,6,4,0,0,51,0,0,0,0,4,6,14,8,0,27,0,0,0,0,0,0,0,0,0,11,0,11,12,77,33,49,78,56,18,337,93,260,222,509,316,431,479,286,105,2705,1550,3601,2978,5856,3451,4805,5544,2944,766,31494,0,0,0,0,0,0,0,0,0,0,1359,3149,2433,5116,3127,4079,3970,2075,741,26046,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,13,7,19,7,0,0,53
SED23602,0,3,0,4,5,3,0,0,0,16,0,12,3,14,17,11,18,4,0,87,0,0,3,31,4,6,10,3,0,61,0,0,0,0,0,5,0,0,0,11,0,3,7,7,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,3,0,9,6,22,11,8,17,12,3,85,0,3,4,52,17,21,3,0,0,100,0,0,0,4,4,6,8,4,3,24,0,0,0,0,5,7,0,0,0,14,3,12,15,80,36,62,70,43,15,335,99,231,177,467,292,364,358,207,89,2273,1532,3649,3065,6416,3673,4487,4484,2221,645,30167,0,0,0,0,0,0,0,0,0,0,1314,3047,2445,4959,3244,3625,3278,1541,632,24075,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,5,0,0,0,15,0,0,0,8,6,11,7,4,0,40
SED23702,0,0,0,3,0,0,0,0,0,6,0,6,12,35,28,16,13,13,0,129,0,0,5,10,3,14,9,0,5,52,0,0,0,0,0,0,0,0,0,3,0,7,7,15,0,4,4,0,0,37,0,0,0,0,3,3,0,0,0,9,0,0,9,23,11,9,13,5,0,75,0,0,0,5,4,3,0,0,0,16,0,0,4,3,12,16,14,3,0,60,0,0,5,6,0,0,0,0,0,11,0,5,26,79,80,89,91,64,19,457,57,200,159,423,197,223,195,117,45,1619,2218,4690,4726,8932,4501,4533,3627,1867,555,35631,0,0,0,0,0,0,0,0,0,6,2037,4093,3641,7807,3848,3593,2620,1246,420,29317,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,15,0,0,0,14,0,0,0,0,0,15,0,0,0,15,4,3,0,0,0,23,0,3,0,26,10,8,3,0,0,50
SED23806,10,17,21,49,29,12,13,5,0,152,0,3,18,70,47,27,19,9,0,205,0,0,39,143,37,18,27,11,7,281,0,3,4,56,11,0,11,4,0,86,0,7,5,36,6,0,0,0,0,62,0,0,0,16,7,0,0,0,0,30,13,49,46,70,35,24,21,10,3,273,0,12,51,101,50,25,23,10,6,271,0,0,3,8,4,9,4,0,3,35,0,0,0,12,6,9,4,0,0,30,8,46,58,296,104,74,56,42,27,717,33,92,130,349,130,103,89,75,36,1018,1321,3542,4617,9257,3891,3373,2663,1567,576,30794,0,0,0,7,0,0,0,0,0,6,1222,2725,3614,5582,2879,2451,2010,1246,597,22332,0,0,8,29,0,0,0,0,0,40,0,0,0,9,5,0,4,0,0,15,0,0,3,31,3,0,0,0,0,39,0,3,9,4,3,0,4,0,0,24,0,0,8,48,21,12,5,0,0,98
SED23901,4,9,17,40,14,3,9,3,0,99,0,10,11,65,37,18,7,4,3,144,0,13,20,109,35,22,33,22,11,269,3,6,3,26,11,5,0,0,0,56,0,7,7,24,6,9,0,0,0,54,0,0,0,9,3,6,6,0,0,25,8,18,14,47,20,21,11,9,0,148,5,16,24,58,52,27,18,11,0,203,0,0,0,12,5,4,0,4,0,23,0,0,0,11,6,0,3,4,0,21,4,52,74,376,164,170,123,74,50,1090,42,131,140,372,147,131,112,67,44,1186,1824,4023,3959,9391,4309,3849,2953,1688,762,32755,0,0,0,7,0,0,4,0,0,10,1672,3519,3067,5923,3125,2755,2022,1170,703,23948,0,0,0,14,0,0,0,0,0,20,0,0,3,7,3,9,5,3,3,39,0,0,3,19,7,4,0,0,0,26,0,0,0,16,4,0,0,0,0,18,4,12,3,44,10,9,0,4,0,80
SED24006,5,41,40,46,30,18,16,11,0,207,6,10,9,45,30,26,19,17,0,163,0,17,13,63,66,47,28,13,9,251,4,13,7,84,20,20,23,5,0,179,3,6,11,22,0,0,0,0,0,46,0,0,3,6,9,7,0,10,0,43,11,30,31,44,22,15,13,7,0,176,0,17,39,84,112,128,52,20,8,455,0,0,0,3,3,6,3,0,0,21,0,0,0,5,0,4,0,0,0,13,3,37,49,177,114,101,84,73,40,674,32,88,104,188,130,117,84,68,38,845,1224,4174,4952,6666,4316,4116,2910,1763,759,30886,0,0,0,5,0,0,0,0,0,0,1061,3073,3375,3492,2603,2386,1658,1100,720,19476,0,0,0,7,3,0,0,0,0,14,0,0,0,5,0,0,0,0,0,11,0,8,0,17,10,0,6,0,0,33,0,0,0,0,6,3,3,0,0,19,0,13,3,32,16,16,7,8,0,87
SED24105,0,9,10,30,13,11,3,0,0,80,5,9,28,32,46,22,15,11,0,161,3,20,68,358,150,156,150,98,24,1024,0,3,0,30,0,0,3,0,0,37,6,13,45,183,11,0,9,0,0,264,0,4,9,56,55,67,27,28,0,246,0,12,9,19,9,0,9,4,0,63,16,83,214,1008,801,930,441,133,60,3682,0,0,0,0,0,0,6,0,0,14,0,0,4,12,0,0,0,0,0,24,6,60,95,394,226,245,185,121,50,1385,80,150,160,433,138,147,109,94,30,1334,2176,4761,5200,11055,4690,4240,3242,1842,581,37791,0,13,13,69,13,13,8,3,0,142,1928,3675,2935,3041,1338,974,1071,642,292,15905,0,3,7,48,14,10,6,0,0,92,0,0,4,53,38,76,24,18,8,222,0,0,0,6,5,3,0,0,0,13,20,105,378,1469,620,450,293,112,30,3479,0,0,0,18,7,3,0,0,0,27
SED24207,3,14,14,24,10,14,6,0,0,83,0,0,16,23,17,10,0,0,0,64,0,20,59,244,116,72,38,14,0,564,0,0,3,19,9,0,4,0,0,34,0,4,11,48,13,3,0,3,0,87,0,4,8,48,54,44,26,11,0,187,3,24,23,41,16,4,0,0,0,113,17,95,222,1409,955,822,306,104,26,3948,0,0,0,5,0,0,5,0,0,9,0,0,12,19,8,3,3,0,0,48,21,112,311,1114,641,533,414,188,29,3366,152,345,331,837,307,211,172,74,17,2445,3706,7915,6737,17133,6471,4561,3269,1403,297,51479,0,15,39,70,21,13,3,0,0,166,3266,6076,3954,5715,2065,1125,759,229,90,23275,0,4,9,78,11,10,5,0,0,123,0,0,8,155,95,97,44,14,0,416,0,0,0,4,4,4,0,0,0,19,0,0,0,23,16,8,12,0,0,61,0,4,8,17,0,0,0,0,0,21
SED24308,0,3,7,9,9,10,3,0,6,45,0,0,6,18,8,5,6,0,0,51,0,5,11,82,9,3,6,3,0,113,0,0,0,7,0,0,0,0,0,8,3,57,95,57,4,0,4,0,0,222,0,0,0,15,9,13,6,8,0,62,0,0,11,15,21,6,11,0,0,73,0,3,19,46,43,40,11,4,0,166,0,0,0,3,3,0,8,6,0,31,0,0,0,13,6,3,0,0,0,25,5,55,69,226,108,189,180,165,68,1069,107,259,258,577,272,242,195,136,51,2094,2044,4217,4547,10063,4446,4073,3254,1769,645,35054,0,9,48,101,46,7,6,3,0,224,1834,3521,3373,6845,3308,2831,2162,998,469,25334,0,4,0,11,4,0,0,0,0,22,0,0,0,40,26,50,37,25,3,194,0,0,0,12,0,0,0,0,0,12,0,0,0,13,4,6,5,0,0,30,0,0,4,21,12,9,6,0,0,48
SED24408,0,0,0,0,0,0,0,0,0,3,0,6,7,15,21,5,6,5,0,67,0,0,0,16,0,0,0,0,0,18,0,0,0,4,4,0,0,0,0,6,0,19,25,38,0,0,0,0,0,81,0,0,5,4,3,3,0,0,0,10,0,0,0,15,3,7,3,7,0,39,0,0,0,7,3,0,0,0,0,11,0,0,0,0,3,7,7,0,3,14,0,0,3,10,3,10,0,3,0,27,3,10,7,54,24,16,24,16,7,166,66,207,176,414,231,321,327,228,94,2067,1539,3548,3111,6031,3388,4379,3970,2197,793,28965,0,0,0,0,0,0,0,0,0,0,1482,2969,2454,5047,3077,3715,3225,1985,1047,25004,0,0,0,11,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,13,0,4,0,5,0,28
SED24504,0,7,3,3,8,9,4,0,0,32,0,0,4,37,29,21,17,0,0,108,0,3,0,10,5,11,6,3,0,36,0,0,3,41,0,0,0,0,0,46,0,11,5,5,7,3,0,0,0,20,0,0,0,6,3,3,0,0,0,13,6,8,10,31,26,24,25,9,3,137,0,0,0,7,7,5,0,0,0,21,0,6,0,13,3,11,6,3,0,41,0,0,0,5,8,3,5,0,0,18,0,15,19,82,70,80,99,60,22,443,67,196,168,383,288,326,260,178,50,1909,1701,4432,3399,6531,4792,4660,4048,2038,481,32077,0,0,0,0,0,0,0,0,0,0,1578,3972,2724,5780,4080,3686,2991,1335,508,26646,0,0,0,0,0,0,3,0,0,8,0,0,0,3,4,3,0,0,0,12,0,0,0,7,5,0,0,0,0,11,0,3,3,7,0,0,0,0,0,9,0,0,4,27,17,11,19,3,0,72
SED24606,0,25,23,50,13,8,9,4,0,145,0,0,10,82,36,44,59,12,3,250,0,6,7,110,25,18,24,9,4,206,0,6,0,31,6,4,3,0,0,48,0,4,3,32,8,4,3,0,0,53,0,0,0,15,7,5,0,0,0,25,20,32,44,61,35,23,15,8,3,237,0,0,15,44,40,26,19,6,0,142,0,0,0,3,5,5,3,3,0,21,0,0,0,9,0,3,0,0,0,19,13,28,38,317,117,96,136,96,34,874,32,87,111,323,120,109,110,105,59,1054,1318,3108,3790,8082,3749,3209,2682,1825,712,28480,0,0,0,5,0,0,0,0,0,14,1131,2504,3139,5013,3001,2416,2054,1319,668,21232,0,0,3,14,3,4,0,0,0,22,0,0,0,7,4,3,4,0,0,22,0,4,0,21,12,4,0,0,0,43,0,0,3,4,8,3,4,0,0,22,3,7,3,30,17,16,8,6,0,89
SED24703,0,14,124,294,40,12,12,0,0,503,0,0,44,143,20,10,14,4,0,235,3,0,90,212,31,15,9,0,5,367,5,11,67,362,18,12,11,0,0,490,3,4,113,498,20,4,0,3,0,645,0,3,11,127,20,24,12,7,0,210,13,32,99,300,71,43,17,8,0,595,4,32,313,373,120,108,70,21,4,1044,0,0,0,32,7,0,4,3,0,50,0,0,20,29,6,6,4,0,0,58,17,81,472,2076,280,196,115,76,14,3320,118,183,892,2387,411,317,192,99,33,4635,1829,2616,13037,31209,4842,3736,2604,1219,352,61443,3,7,12,11,4,0,0,0,0,29,1436,1756,5504,9007,2194,1856,1396,640,224,24018,0,3,31,65,0,0,0,0,0,98,0,0,0,19,10,8,5,0,0,45,0,0,28,222,13,0,3,0,0,273,0,0,41,30,9,0,4,0,0,87,0,12,25,129,18,14,8,0,0,211
