SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED10023,0,0,0,26,22,8,10,7,0,80,0,4,0,12,7,5,5,9,0,49,0,0,0,6,5,4,3,0,0,12,6,41,39,384,195,162,127,85,27,1066,61,101,95,334,158,111,128,100,54,1137,2113,4621,4619,9846,5625,5181,4190,2377,1278,39843,0,0,0,0,0,0,0,0,0,0,4224,8949,8611,14606,8454,7808,5969,3070,1539,63232,0,0,0,8,7,0,0,0,0,17,0,0,0,10,7,17,12,4,0,57,0,7,10,218,27,10,3,0,0,280,0,0,0,13,8,4,9,5,0,39,5,4,10,98,53,36,17,8,0,225,0,8,4,30,26,19,20,10,0,114,0,23,22,229,110,137,93,29,9,654,0,0,0,13,13,29,37,40,12,144,0,0,3,29,8,29,67,31,14,194,18,135,144,693,542,515,406,334,126,2908,0,0,0,18,21,13,12,6,0,61,0,8,9,43,15,12,8,11,5,105
SED10024,0,3,4,77,59,15,19,4,5,181,0,0,5,11,15,6,8,8,0,58,0,0,0,15,26,19,18,3,0,82,4,83,67,325,263,222,174,151,76,1365,46,95,82,181,111,97,83,109,143,947,1743,6128,4949,8484,6640,4960,4118,3170,1485,41685,0,0,0,6,0,6,0,0,0,15,3370,10314,7935,6846,5987,4429,3495,3216,1357,46948,0,0,4,21,11,0,5,0,0,36,0,0,0,7,0,3,4,0,0,17,0,5,4,83,45,14,0,0,0,161,0,0,0,6,5,10,0,0,0,24,5,28,26,72,86,49,24,12,3,306,0,0,0,19,24,10,19,15,6,90,39,505,403,2871,1116,949,774,303,131,7095,0,3,3,10,12,24,28,20,10,109,0,0,0,14,7,14,63,44,12,160,32,413,487,602,992,844,499,497,208,4572,0,0,0,24,20,16,15,14,0,101,3,14,18,77,52,13,15,13,6,214
SED10025,0,7,33,149,98,56,40,15,4,402,0,0,0,13,5,0,3,0,0,25,0,0,0,8,9,3,3,0,0,31,14,70,66,689,219,196,181,122,74,1627,56,139,118,544,154,155,145,128,144,1598,2080,4327,4064,13185,5855,5207,4188,2497,1344,42735,0,0,0,24,6,3,4,0,0,33,4160,7587,6219,11935,6398,5114,3453,1741,728,47326,0,0,9,62,6,3,0,0,0,78,0,0,0,31,14,7,11,4,0,66,0,11,8,231,39,10,3,4,0,307,0,0,0,26,16,4,4,0,0,61,3,11,3,55,35,18,15,4,0,152,0,0,6,38,37,35,38,9,4,167,21,124,480,3270,615,888,586,199,100,6288,0,0,6,17,16,36,42,41,21,170,0,9,8,99,26,55,109,52,22,377,20,99,83,546,432,388,276,154,53,2049,0,0,4,59,34,45,25,24,9,192,5,0,4,79,24,21,16,4,0,151
SED10026,0,0,3,26,9,4,0,0,0,41,0,0,0,0,4,0,4,0,0,11,0,5,15,24,17,4,0,0,0,61,4,12,17,102,27,33,34,19,9,262,219,469,337,962,415,405,339,301,143,3582,2773,5626,4368,10878,4926,5069,4122,2658,1122,41535,0,0,0,5,0,0,0,0,0,5,5138,10257,7907,16410,8039,8306,6604,3900,1444,68002,0,11,4,139,6,3,3,0,0,166,0,0,0,3,0,0,0,0,0,10,0,0,0,15,4,0,0,0,0,16,0,0,0,7,0,0,0,0,0,7,0,0,6,31,5,8,3,3,0,60,0,0,0,23,0,4,0,0,0,29,0,9,17,103,34,30,11,6,3,215,0,0,0,0,0,7,0,7,3,19,0,3,0,11,0,3,0,0,0,19,3,35,29,146,132,252,241,197,61,1100,0,4,8,51,14,6,7,0,0,102,0,0,0,29,0,3,9,3,0,47
SED10027,3,52,132,769,577,494,248,89,53,2420,0,0,0,0,5,4,0,6,0,12,0,0,0,15,5,6,0,0,0,19,7,84,105,547,271,241,189,129,58,1644,89,251,203,521,197,176,156,149,161,1891,2457,5514,5062,11196,5468,5073,3743,2314,1326,42156,0,0,0,20,5,8,5,0,0,42,4898,9939,8477,11875,5119,4247,3113,1956,1109,50744,0,10,17,123,33,22,11,0,0,204,0,0,4,40,17,19,13,4,7,107,0,5,10,81,19,16,0,0,0,125,0,0,8,17,23,8,11,9,0,67,0,0,4,28,14,10,0,5,0,67,0,10,3,26,34,37,18,11,0,133,5,56,123,1090,515,727,422,139,60,3141,0,0,5,23,12,29,40,36,15,150,4,33,68,287,100,156,150,82,33,914,7,44,31,176,153,186,185,120,64,970,0,0,25,129,87,79,62,28,3,411,0,4,7,23,12,8,3,0,3,50
SED10028,0,7,26,119,89,71,33,12,0,367,0,5,0,3,8,6,3,7,4,28,0,0,0,5,12,8,0,0,0,34,10,85,68,287,170,172,115,102,61,1066,38,131,87,305,91,89,85,91,78,997,1904,6180,5236,11673,6102,5668,4281,2752,1810,45608,0,0,0,17,23,17,12,7,3,82,3531,9301,7406,6309,3884,3751,3052,2454,1779,41474,0,23,35,127,51,14,24,7,0,289,0,0,0,5,7,11,5,3,0,28,0,9,8,67,10,11,4,4,0,107,0,0,0,9,13,9,0,0,0,40,0,12,15,41,26,26,17,11,0,149,0,0,0,6,18,10,26,18,0,90,48,633,597,5338,1944,1781,1201,426,190,12171,0,0,6,9,13,24,10,23,8,79,4,10,4,36,18,27,36,28,12,175,15,134,182,263,346,373,305,279,184,2088,0,4,5,60,59,64,42,25,8,257,0,0,11,41,14,11,6,0,3,90
SED10029,17,149,397,2253,1810,1532,932,317,173,7573,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,286,380,1067,652,702,551,319,132,4121,180,402,364,810,354,340,272,153,106,2992,2614,6091,6238,12267,6198,5924,4308,2327,1203,47166,0,43,142,322,88,45,17,3,0,678,4827,8895,7812,7287,1815,1539,1060,677,361,34270,0,3,5,48,5,0,0,0,0,69,0,0,8,117,74,95,79,38,5,411,0,0,0,7,4,3,5,0,0,24,0,43,110,719,571,653,402,181,66,2748,0,4,7,17,0,0,4,0,0,28,0,8,9,66,97,128,150,102,18,584,4,24,83,514,319,467,318,175,144,2053,0,0,0,34,38,75,125,141,36,451,0,5,20,38,16,29,34,23,15,176,4,0,11,25,30,92,84,62,30,335,0,9,19,189,106,135,73,27,12,570,0,0,7,12,0,6,0,3,4,44
SED10030,0,0,0,31,19,11,10,0,0,73,0,0,0,11,12,7,5,8,12,59,0,0,3,16,10,6,5,4,0,37,3,38,19,274,153,149,120,90,34,883,90,207,208,499,265,289,294,247,147,2237,1994,4162,4042,9711,5136,5605,5044,3172,1553,40427,0,0,0,6,0,0,0,0,0,5,3920,7739,7094,13267,7175,7371,6277,3890,1615,58350,4,10,3,33,0,5,0,0,0,54,0,0,0,5,3,5,3,0,0,18,0,10,6,115,17,8,4,0,0,161,0,0,0,17,6,3,3,0,0,33,0,5,12,66,37,26,29,10,0,184,0,5,0,25,28,12,29,20,4,122,0,23,30,258,143,165,152,45,18,831,0,0,0,0,0,15,11,29,7,65,3,11,0,31,0,17,21,24,9,124,7,91,124,660,535,851,759,542,232,3803,0,0,6,44,31,23,21,10,3,142,0,7,6,49,15,17,18,7,0,120
SED10031,0,0,6,22,8,5,5,0,0,42,0,0,0,5,3,9,8,9,0,40,0,0,0,9,4,9,8,0,0,25,4,7,32,144,62,90,92,39,10,487,109,279,208,583,309,381,388,259,142,2655,2113,4914,4045,9028,5526,5850,5447,2977,1182,41070,0,0,0,9,0,0,0,0,0,13,4066,9336,7558,14135,8862,9136,7792,4187,1434,66506,0,3,0,33,7,3,0,0,0,49,0,0,0,5,3,3,5,0,0,17,0,3,0,35,0,0,0,3,0,48,0,0,3,13,7,0,0,0,0,27,4,10,8,26,29,24,20,11,0,133,0,0,0,13,10,9,11,10,0,53,0,12,34,98,31,39,23,12,4,253,0,0,0,7,3,26,29,14,4,83,0,0,0,10,3,7,12,10,0,41,7,42,63,281,350,618,757,495,146,2766,0,3,5,31,21,19,11,0,0,98,0,0,10,9,5,10,13,3,0,56
SED10032,0,8,49,197,147,179,120,43,14,756,0,0,0,0,0,0,5,0,0,7,0,0,12,21,10,0,0,0,0,42,20,170,257,966,401,326,213,151,59,2564,249,540,467,1413,361,327,178,119,55,3721,3750,6544,6314,17646,5500,4862,3337,1913,866,50732,18,186,455,1845,427,245,103,36,13,3325,6748,9569,7142,9477,3086,2150,1615,866,450,41101,0,22,55,321,75,37,25,0,0,540,0,0,0,72,43,55,40,17,4,243,0,0,0,22,4,6,0,0,0,39,0,0,12,34,32,23,20,3,0,136,0,9,5,24,4,3,0,0,0,51,0,4,0,55,19,52,35,22,7,199,11,49,257,1741,740,1021,510,230,101,4674,0,0,0,27,30,61,114,96,22,348,11,35,17,126,28,61,57,34,9,371,4,21,20,61,55,118,77,73,25,456,0,8,33,297,170,208,125,50,9,909,0,0,0,14,9,0,8,0,0,36
SED10033,0,3,7,25,9,9,6,0,0,55,0,0,0,4,8,8,11,3,0,34,0,0,0,6,3,4,0,0,0,19,0,11,22,116,104,107,100,62,25,538,65,183,164,386,195,206,170,149,84,1596,2238,4945,4840,9457,5642,5029,3825,2185,846,39019,0,0,0,10,6,3,0,0,0,20,4479,9735,9365,15453,8782,7414,5128,2642,870,63862,0,0,0,22,7,3,0,0,0,37,0,0,0,4,0,5,0,3,0,16,0,0,0,16,5,3,0,0,0,29,0,0,0,8,4,0,0,0,0,14,0,3,8,24,22,12,17,3,3,87,0,0,0,10,17,10,18,3,0,49,0,12,17,122,95,70,38,22,4,385,0,0,0,0,14,30,36,20,4,113,0,4,0,8,4,14,17,6,3,62,0,48,85,300,422,673,548,394,101,2573,0,0,3,49,15,27,24,4,0,121,0,0,0,14,9,12,8,6,3,52
SED10034,0,5,4,39,30,13,3,0,0,98,0,0,0,11,10,8,5,8,0,38,0,0,0,13,5,4,0,0,0,30,0,29,36,335,189,141,125,88,24,968,33,82,74,211,107,82,98,112,100,896,2419,4971,4412,10030,5633,4856,3875,2297,1132,39617,0,0,0,0,0,0,0,0,0,0,4715,9763,8538,15189,8323,6951,5486,2928,1231,63122,0,0,3,29,0,0,0,0,0,29,0,0,0,15,9,10,5,0,3,47,0,8,6,99,15,8,3,0,0,150,0,0,0,12,3,7,0,0,0,21,0,6,12,69,30,32,9,8,0,168,0,0,0,27,32,26,19,10,0,113,0,18,18,254,105,122,88,31,16,648,0,0,0,9,13,12,11,16,4,60,0,0,12,26,18,44,46,24,7,179,7,103,112,577,520,590,468,393,132,2902,0,0,7,45,29,30,13,11,4,126,0,3,4,42,19,18,4,8,3,99
SED10035,0,16,122,311,104,70,81,16,3,725,0,0,8,43,9,5,0,0,0,67,0,0,8,22,4,0,4,0,0,34,29,148,289,2384,397,337,385,240,91,4289,102,163,536,1361,218,183,161,109,67,2901,2784,3634,8250,27106,5528,4246,3030,1825,782,57176,0,0,3,22,4,0,7,3,0,40,5354,6019,7765,20462,5540,3692,1927,911,356,52031,4,33,77,456,144,101,30,3,0,847,0,0,0,58,14,19,17,4,0,117,3,15,98,1260,74,21,6,8,0,1498,0,0,25,43,6,16,12,0,0,101,13,5,29,256,47,29,13,5,0,393,3,4,9,215,47,41,58,48,0,429,22,95,3011,5870,501,663,421,163,86,10831,0,0,0,42,21,20,27,29,13,150,0,9,11,50,24,35,67,78,37,299,24,76,296,2871,572,410,195,109,32,4599,0,3,19,148,55,53,41,14,0,335,7,8,37,435,47,19,5,10,5,579
SED10036,3,21,54,442,338,214,120,29,25,1253,0,0,0,4,0,4,5,0,3,21,0,3,19,32,22,8,0,0,0,88,19,140,174,731,463,404,300,178,80,2485,141,297,251,658,224,174,138,112,89,2094,2974,6694,5963,12478,6136,4945,3339,1909,988,45434,0,0,4,64,13,20,9,0,0,106,5769,11653,9621,12468,5274,3459,2229,1279,542,52298,0,18,24,227,110,80,33,9,0,492,0,0,5,116,82,116,51,27,8,405,0,0,3,50,14,17,3,0,0,94,0,0,11,136,62,51,40,18,3,331,0,8,5,17,19,5,8,0,0,61,0,0,6,66,66,86,65,38,12,342,0,29,29,449,183,280,162,57,31,1214,0,0,5,69,42,61,73,73,23,344,3,90,82,346,161,190,117,77,26,1097,3,47,41,160,168,228,177,141,78,1039,0,27,86,734,522,546,249,114,20,2296,0,5,0,12,4,6,5,4,3,38
SED10037,0,8,11,79,55,32,26,0,0,219,0,0,4,7,4,9,5,4,0,36,0,4,0,29,22,13,3,4,5,80,5,68,70,418,303,211,161,119,41,1399,51,84,83,243,105,84,104,87,70,918,2178,5545,4835,10551,6490,5294,4087,2369,908,42260,0,0,0,30,23,21,20,3,0,99,4224,9914,7841,9994,6701,5478,3998,2451,818,51417,0,0,3,49,15,3,9,0,0,88,0,0,0,7,6,3,0,3,0,22,0,3,8,53,22,5,0,0,0,97,0,3,0,14,13,3,4,0,0,36,0,12,17,45,52,35,21,10,3,195,0,0,8,17,24,34,18,15,6,118,16,244,241,1973,944,771,657,281,98,5218,0,0,0,0,9,16,8,6,8,55,0,7,4,22,7,10,10,16,4,73,8,155,262,547,703,768,610,422,126,3607,0,4,6,32,35,34,25,22,0,162,0,12,13,45,29,17,7,8,7,132
SED10038,0,6,22,53,31,33,15,7,0,160,0,0,3,7,14,17,19,10,4,74,0,4,5,8,8,6,7,0,0,31,11,63,73,310,174,154,162,96,58,1107,55,179,241,339,147,137,149,155,92,1489,2217,5236,5357,10017,5626,5187,4284,2758,1468,42141,0,4,4,3,3,3,0,0,0,18,4387,9782,9439,15137,8234,7179,5299,3067,1385,63901,0,0,7,52,0,0,0,0,0,66,0,0,0,29,7,20,11,3,5,82,0,4,4,44,15,3,0,0,0,68,0,0,0,3,0,4,0,0,0,14,4,25,13,97,57,20,13,5,4,236,0,0,4,24,54,34,29,29,0,184,0,18,73,319,112,96,47,25,6,709,0,0,0,23,34,50,52,49,5,217,0,7,0,10,4,8,13,4,4,55,10,135,147,453,488,659,569,463,168,3094,0,0,0,28,17,10,13,8,5,90,0,3,3,31,18,5,17,3,0,83
SED10039,0,0,4,13,7,7,3,0,0,37,0,0,0,9,13,21,14,11,8,88,0,0,4,0,6,7,3,0,0,15,3,15,25,115,76,131,124,68,44,600,65,200,161,379,206,225,234,184,140,1786,2120,4690,4112,9036,4849,5629,5281,2904,1350,39973,0,0,0,5,0,0,0,0,0,7,4273,8922,7752,15313,7520,8176,7436,3777,1409,64569,0,0,0,11,0,4,0,0,0,13,0,0,3,11,5,3,0,0,0,20,0,0,0,30,6,7,0,0,0,45,0,0,0,5,4,0,0,0,0,13,0,10,10,57,29,24,20,8,3,165,0,0,0,17,19,30,15,5,0,89,0,9,14,72,30,36,38,11,5,200,0,0,0,5,3,17,14,15,13,63,0,5,0,10,4,10,19,10,5,54,9,71,89,344,480,945,873,687,266,3761,0,0,5,28,6,8,6,4,3,61,4,0,0,15,14,14,11,11,0,68
SED10040,0,7,41,188,123,88,59,29,5,541,0,0,0,0,0,0,0,3,7,9,0,0,5,6,5,5,0,0,0,28,8,35,70,580,262,275,260,210,80,1776,72,158,195,624,188,173,163,104,51,1734,2311,4540,5640,15046,5735,5538,4254,2537,1518,47129,0,0,0,9,0,0,0,0,0,16,4503,7844,6805,9061,3920,2635,1685,978,694,38118,7,36,105,725,98,44,12,0,0,1031,0,0,0,49,24,60,26,18,10,191,0,13,39,338,29,20,8,0,0,450,0,0,5,21,9,16,13,5,3,67,0,5,4,31,12,3,7,4,0,63,0,3,3,75,34,31,53,18,3,221,45,348,824,5206,2301,3266,2015,834,490,15326,0,4,0,37,19,59,92,120,44,369,0,12,18,126,70,129,143,120,60,685,0,22,33,180,120,135,118,106,41,764,0,11,21,158,109,107,65,33,6,513,0,0,3,40,17,12,7,4,0,91
SED10041,4,6,10,94,77,34,24,7,0,246,0,0,0,10,12,8,11,8,3,50,0,0,3,21,20,22,10,0,0,79,9,102,69,442,263,177,147,125,76,1428,29,93,90,266,120,93,109,96,112,1005,2042,5960,5100,10938,6636,5143,4189,3021,1986,45021,0,0,0,11,3,7,6,0,0,27,3941,9308,7616,7438,5382,4399,3496,3122,1995,46700,0,0,11,35,11,3,7,0,0,69,0,0,0,3,0,7,4,0,0,21,0,9,7,84,18,9,5,0,0,129,0,0,0,9,10,0,0,3,0,22,9,10,26,49,61,48,27,14,3,243,0,6,0,18,26,12,12,12,0,83,38,624,515,3615,1368,1165,882,327,129,8659,0,0,0,7,10,11,14,15,10,69,0,10,0,19,12,17,24,12,17,109,23,306,392,513,777,711,473,423,267,3893,0,0,0,33,33,24,20,14,5,134,0,8,8,59,21,19,14,9,5,146
SED10042,0,4,4,26,17,4,0,0,0,49,0,0,7,6,7,8,14,7,9,63,0,4,4,18,3,14,4,0,0,50,0,16,32,95,80,81,84,74,32,504,62,136,136,343,157,189,255,206,106,1586,2129,4437,4310,9021,4916,5589,5340,3420,1564,40725,0,0,0,3,0,0,0,0,0,4,4219,8630,8191,15129,8075,8651,7935,4760,1938,67529,0,3,5,17,5,0,0,0,0,32,0,0,0,3,5,0,10,3,0,21,0,0,0,18,0,4,5,0,0,30,0,0,0,15,6,8,14,0,0,54,3,3,4,35,24,18,22,7,4,119,0,0,0,6,6,4,3,9,0,29,0,7,13,47,39,27,26,15,3,181,0,0,0,3,8,9,9,13,5,53,0,0,0,9,0,0,14,3,4,29,6,43,63,243,278,495,517,490,146,2278,0,0,0,22,24,23,20,7,0,96,0,0,3,3,7,8,4,7,5,36
SED10043,3,20,118,527,410,471,275,75,38,1937,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,0,15,11,202,237,856,512,343,276,172,70,2684,241,465,382,1019,360,316,230,147,90,3252,3378,6718,6052,13473,5372,5077,3571,2100,1040,46773,0,0,11,31,22,13,4,0,0,82,6257,11069,8491,9558,2602,1720,1051,668,380,41796,52,282,441,3216,676,329,84,10,0,5091,0,0,0,15,10,18,4,3,0,52,0,9,11,90,27,22,6,0,0,154,0,0,0,22,30,32,24,5,3,113,0,6,8,12,9,5,0,0,0,45,0,6,0,19,17,15,28,15,0,102,13,49,189,1179,618,1042,655,343,221,4305,0,0,0,7,7,13,29,39,16,113,13,68,40,277,110,115,131,95,26,874,0,6,15,39,35,73,75,44,11,317,0,13,21,201,148,193,134,54,11,786,0,0,9,12,5,7,4,0,3,39
SED10044,0,4,15,109,70,45,27,8,3,281,0,0,0,7,10,5,6,5,3,37,0,0,4,24,3,7,4,3,0,43,11,89,77,805,284,208,198,126,129,1925,77,111,111,479,160,132,131,125,180,1508,2508,5172,4450,14393,6214,5072,3982,2457,1552,45799,0,4,0,30,15,24,14,10,0,101,4641,8999,7553,12941,6606,5116,3628,2215,1170,52880,0,4,8,95,17,19,8,0,0,145,0,0,0,13,8,13,5,4,0,43,3,7,12,312,38,11,6,0,0,396,0,3,0,9,15,4,4,7,0,46,4,12,8,113,52,46,27,9,0,276,0,5,7,61,24,15,20,20,3,147,16,148,224,2247,590,794,472,248,127,4857,0,0,3,19,21,38,54,42,16,195,0,17,3,50,27,48,59,49,24,281,16,227,220,829,696,524,422,287,94,3315,0,0,0,72,50,44,30,23,4,218,0,11,17,141,25,22,15,3,3,238
SED10045,0,5,6,23,8,4,3,0,0,51,0,0,0,4,0,6,6,3,3,21,0,0,0,10,0,6,13,0,0,26,4,22,29,139,81,77,71,34,18,473,118,383,324,737,426,532,461,251,153,3387,1706,4576,3806,8259,5271,6231,5319,2667,1256,39095,0,0,0,0,5,0,0,0,0,4,3203,8274,6925,12482,7982,9451,8155,3768,1540,61775,0,4,0,13,0,9,0,0,0,20,0,0,0,3,0,5,0,0,0,9,0,0,5,23,4,4,0,0,0,43,0,0,0,4,0,0,3,0,0,6,0,9,3,39,41,34,23,12,0,160,0,0,0,9,9,6,4,4,0,22,0,0,0,39,14,16,14,0,0,90,0,0,0,5,6,0,5,4,0,13,0,8,0,18,8,0,6,0,0,33,9,26,41,223,325,553,569,327,95,2157,0,6,0,20,13,6,6,5,0,62,0,0,0,40,18,26,17,10,0,122
SED10046,4,51,131,995,676,535,270,69,37,2774,0,0,0,0,0,0,0,0,0,6,0,3,13,33,11,0,0,0,0,76,30,215,257,1173,732,747,623,286,91,4161,223,439,398,1060,350,338,205,138,46,3202,3181,6783,6858,14358,6205,5704,3487,1765,619,48960,0,0,10,117,23,18,9,0,0,174,5931,11019,9726,9537,3250,2515,1054,652,244,43922,6,13,20,339,34,28,21,3,0,465,0,6,11,257,129,218,131,54,5,819,0,0,0,12,6,5,8,0,0,32,5,27,67,482,303,240,139,42,9,1314,0,0,9,13,3,3,0,3,0,39,0,6,15,119,141,179,147,74,22,689,5,15,36,372,194,232,145,63,25,1087,0,3,0,205,164,191,185,79,25,845,4,33,29,129,66,78,56,39,16,454,0,17,17,49,76,119,101,55,21,460,8,56,156,1167,698,740,364,144,32,3361,0,0,0,14,11,9,3,3,3,54
SED10047,0,3,7,98,30,23,13,3,0,184,0,0,0,4,0,3,3,4,0,21,0,0,14,50,17,3,3,0,0,93,13,114,200,762,313,238,212,123,50,2031,312,621,486,1283,377,299,283,187,118,3956,5093,9293,7254,20159,6541,5406,4203,2080,660,60690,0,14,44,218,67,35,23,6,4,406,9724,15720,10781,20272,7272,5597,3965,1820,419,75577,6,49,29,457,91,46,21,5,0,694,0,0,0,33,8,26,19,10,0,97,0,4,4,27,3,5,3,0,0,48,0,3,7,40,19,12,6,0,0,93,0,3,4,22,11,12,13,0,0,69,0,0,0,29,22,27,33,16,0,124,3,23,29,370,131,131,89,30,6,808,0,0,0,25,28,67,68,54,14,265,0,16,58,110,56,55,67,37,12,412,0,29,42,206,252,522,451,312,91,1909,4,28,105,626,302,228,153,58,10,1507,0,0,0,12,0,8,0,5,0,30
SED10048,0,9,35,291,141,86,49,18,9,645,0,0,0,7,5,7,6,3,0,27,0,3,21,49,11,11,0,3,0,100,12,137,166,823,446,412,298,150,51,2498,184,429,299,869,289,242,156,123,55,2653,4337,8360,6625,18342,6484,6026,4256,1850,716,56994,0,0,30,93,28,17,8,0,0,185,8400,13810,9429,13771,4594,4714,3546,1405,494,60161,18,228,312,2721,884,450,143,7,3,4770,0,6,6,113,54,50,24,9,3,260,0,0,3,41,9,7,0,0,0,67,0,10,21,170,87,59,34,9,5,402,0,4,11,43,17,13,6,0,0,94,0,3,6,94,66,137,77,57,12,456,6,32,70,687,286,376,199,64,31,1751,0,6,8,70,32,71,90,76,13,365,11,56,61,258,110,124,105,29,7,748,5,64,46,181,197,418,422,277,85,1690,0,39,107,948,598,553,273,99,17,2644,0,0,0,20,16,9,7,9,0,54
SED10049,0,0,0,41,11,6,0,0,0,63,0,0,0,10,8,8,11,7,4,48,0,6,8,32,22,0,3,0,0,70,0,18,21,133,61,64,56,34,13,395,99,229,181,466,164,155,154,157,125,1722,3039,6345,5496,12884,5717,5226,4292,2354,962,46310,0,0,0,13,0,0,0,0,0,9,5993,12160,10121,21152,9313,8377,6744,3460,1126,78446,0,6,9,40,11,0,0,0,0,61,0,0,0,0,0,5,0,0,0,4,0,0,0,12,0,0,0,0,0,15,0,0,0,8,7,0,0,0,0,19,0,9,3,38,13,18,12,3,3,99,0,0,0,7,5,5,9,5,0,35,0,12,6,88,39,38,23,11,7,224,0,0,0,3,0,11,5,0,0,24,0,4,6,6,5,0,4,0,0,32,4,49,79,254,262,355,367,219,63,1655,0,0,4,37,15,12,0,3,0,81,0,0,0,9,7,4,0,0,0,22
