SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED10024,0,0,0,0,4,0,0,0,0,9,0,9,16,41,39,23,20,11,4,167,0,5,3,22,20,28,48,38,13,178,6,25,20,38,43,22,19,7,4,193,3,51,40,128,115,64,49,24,8,487,0,0,0,14,13,31,13,8,0,79,0,7,14,86,83,64,67,48,11,386,0,0,0,5,0,4,4,3,0,17,0,0,0,3,0,5,3,3,0,15,0,0,0,0,0,0,0,0,6,12,0,0,8,26,3,0,0,0,0,42,0,6,10,3,29,13,15,19,11,109,0,28,75,117,179,141,72,57,15,689,0,0,0,4,0,0,0,0,0,10,0,3,4,15,6,3,8,0,0,42,0,0,0,0,36,33,18,16,0,107,0,8,9,54,27,6,7,9,5,119,0,4,0,18,6,10,14,7,4,67,0,0,0,0,0,0,0,0,0,0,0,8,7,10,39,41,28,22,8,158
SED10025,0,0,0,18,10,5,5,0,0,30,0,10,3,145,69,49,17,17,4,309,3,14,16,169,107,223,406,425,248,1616,0,7,11,8,10,8,7,0,0,50,0,26,51,488,141,103,69,35,14,918,0,3,5,63,57,63,42,29,6,266,0,0,16,134,48,27,47,30,9,317,0,0,0,3,6,9,20,21,5,59,0,0,0,18,3,5,10,0,0,31,0,0,0,15,3,3,0,6,0,30,0,0,63,59,5,0,0,0,0,134,0,5,0,10,11,9,11,12,3,55,3,18,31,174,137,109,57,28,8,558,0,0,0,13,9,8,5,0,0,30,3,6,11,63,10,7,9,0,0,104,0,0,0,4,7,7,5,0,0,25,3,9,21,189,37,29,19,5,0,308,0,0,0,31,5,12,10,5,3,76,0,0,0,0,3,0,0,0,0,0,0,0,3,20,29,31,24,12,5,133
SED10026,0,0,0,0,3,0,0,0,0,0,0,3,0,17,4,4,9,0,0,38,0,0,0,6,0,3,19,4,4,38,0,0,3,5,0,0,0,0,0,9,0,0,0,17,3,0,0,0,0,20,0,0,0,4,5,3,9,8,0,31,0,3,6,13,3,3,0,0,0,31,0,0,0,0,0,0,11,3,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,9,3,3,30,339,13,0,0,0,0,390,0,0,0,6,4,3,23,16,6,63,0,5,17,77,69,72,55,27,8,327,0,0,0,0,0,0,0,5,0,8,4,7,0,88,5,0,0,0,0,108,0,0,0,0,4,0,3,0,0,17,4,33,26,79,35,10,3,0,0,185,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,13,17,12,3,59
SED10027,0,3,14,47,36,33,14,3,0,141,0,12,0,42,26,6,10,10,9,119,0,0,5,23,18,48,70,84,59,298,0,0,0,12,7,5,5,0,0,31,0,7,11,26,15,18,11,3,6,104,0,31,85,437,366,376,279,150,42,1768,3,3,19,79,19,29,24,3,0,174,0,0,0,4,5,11,23,23,11,74,0,0,0,10,8,8,10,5,6,54,0,0,6,11,8,3,4,5,0,32,0,5,30,129,32,10,5,0,0,210,0,0,0,5,4,5,4,4,0,27,3,43,86,222,85,85,42,7,0,574,0,0,5,34,61,75,93,46,12,323,0,24,35,121,37,24,9,0,0,260,0,0,0,0,8,0,0,0,0,13,3,24,52,129,76,54,30,5,0,379,0,0,0,22,8,14,5,4,9,56,0,0,4,24,11,14,7,0,0,72,0,0,0,0,8,13,14,6,4,45
SED10028,0,0,0,5,13,9,4,0,0,30,0,7,6,20,23,22,15,11,7,107,0,0,3,11,16,31,43,38,18,164,0,15,11,19,10,6,8,3,0,70,9,114,177,590,452,214,134,56,5,1744,0,0,0,19,16,41,17,17,6,108,0,44,74,206,148,126,151,86,4,837,0,0,0,0,0,4,7,10,0,16,0,0,0,9,8,6,7,0,0,32,0,0,0,11,10,6,9,3,0,41,0,0,32,71,19,4,4,0,0,130,0,0,11,5,12,9,13,8,9,75,3,41,80,97,84,90,52,29,13,492,0,0,0,0,4,0,0,0,0,6,6,60,33,160,43,24,11,0,4,339,0,0,0,3,9,6,3,0,0,27,5,27,22,179,42,41,40,3,0,367,0,0,3,11,10,15,19,6,4,58,0,0,0,0,0,0,0,0,0,4,3,9,6,13,20,23,16,23,11,124
SED10029,7,591,827,2048,1060,916,544,273,70,6327,0,0,0,9,9,0,4,6,0,28,0,0,0,7,10,50,95,104,84,356,0,0,0,7,0,0,0,0,0,11,0,0,0,3,4,3,3,0,0,25,25,41,48,361,257,239,156,80,11,1215,3,8,10,76,10,8,12,0,3,138,0,0,0,3,6,18,45,55,19,145,0,0,0,0,6,3,3,7,4,28,0,0,3,47,30,22,14,4,0,122,0,0,13,38,4,0,0,0,0,53,0,0,0,3,0,4,11,5,4,22,9,69,117,188,47,42,38,15,0,514,0,0,5,8,12,34,44,23,0,121,9,21,42,132,14,0,0,0,0,225,0,0,0,0,0,0,0,0,0,6,0,19,34,176,82,62,64,12,4,458,0,0,0,0,8,9,34,9,3,62,0,15,13,35,39,39,28,4,0,179,0,0,0,0,0,10,0,8,0,31
SED10030,0,0,0,0,3,0,0,0,0,9,0,0,0,38,22,20,14,16,4,123,0,0,0,12,11,25,29,37,23,141,0,6,5,5,8,7,3,0,0,33,0,14,13,53,38,15,15,11,0,158,0,0,0,5,6,9,5,5,0,30,0,3,6,31,14,6,10,3,0,78,0,0,0,0,8,8,26,25,3,69,0,0,0,0,5,5,7,3,0,21,0,0,0,3,5,0,0,0,0,9,0,0,11,132,3,0,0,0,0,156,0,0,0,3,10,13,34,35,14,102,5,25,37,191,180,167,126,48,15,795,0,0,0,0,4,3,0,0,0,9,4,0,5,30,0,0,0,0,0,48,0,0,0,7,9,3,9,7,0,35,0,30,21,113,39,34,16,5,0,256,0,0,4,18,11,12,8,6,3,60,0,0,0,4,0,0,0,0,0,14,0,3,4,25,38,45,51,29,13,199
SED10031,0,0,0,9,0,0,0,0,0,17,0,0,3,28,12,14,13,8,0,86,0,0,3,7,7,15,33,23,12,115,0,0,0,6,0,0,5,0,0,10,0,5,7,21,5,3,0,0,0,42,0,0,7,13,16,13,5,0,0,51,0,0,0,12,8,11,6,5,0,33,0,0,0,0,0,11,16,15,0,42,0,0,0,5,0,5,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,3,11,121,0,0,0,0,0,145,0,0,0,5,3,13,36,22,7,91,3,3,21,86,82,94,109,57,9,464,0,0,0,3,6,8,6,0,0,21,0,0,0,31,3,0,0,5,0,38,0,0,0,0,15,11,0,0,0,27,0,13,22,69,17,10,5,0,0,140,0,0,0,3,3,0,14,0,0,25,0,0,0,0,3,0,3,0,0,8,0,0,5,7,31,39,57,33,4,180
SED10032,0,37,62,331,172,132,34,13,0,777,0,0,3,15,5,7,16,4,0,54,0,0,3,14,9,39,63,64,46,244,0,0,4,11,0,0,0,0,0,21,0,6,16,72,42,53,20,26,7,240,10,48,115,724,621,694,533,273,52,3065,0,8,37,120,20,26,18,8,4,242,0,0,0,3,0,15,65,91,27,200,0,0,4,23,5,11,10,9,5,70,0,0,6,45,17,18,21,5,0,121,0,11,753,1293,98,16,13,5,0,2190,0,0,0,4,0,0,8,3,0,20,6,37,101,205,77,57,30,13,0,524,0,0,0,9,4,3,8,6,0,27,29,114,250,919,71,42,19,3,0,1450,0,0,0,0,3,0,0,0,0,7,4,41,71,394,163,114,61,20,4,868,0,0,0,14,6,12,10,9,0,54,0,3,5,20,25,26,6,3,0,81,0,0,0,3,0,8,9,13,0,35
SED10033,0,0,0,0,4,0,5,0,0,9,0,3,5,53,26,31,25,14,3,160,0,0,0,5,13,27,73,61,25,206,0,0,0,4,4,0,0,0,0,9,0,0,4,7,12,12,0,0,0,37,0,0,3,27,33,40,19,15,7,135,0,0,0,12,13,9,3,3,0,46,0,0,0,12,16,59,131,65,19,301,0,0,0,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,8,45,4,0,0,0,0,53,0,0,3,4,4,26,48,32,11,132,0,12,20,110,109,120,57,27,3,450,0,0,0,4,9,18,10,7,5,44,0,0,6,16,0,8,0,0,0,32,0,0,0,4,7,5,4,0,0,16,0,4,4,50,20,7,8,4,0,100,0,0,0,11,6,8,4,0,0,33,0,0,0,17,5,0,0,0,0,20,0,0,9,15,19,43,43,22,3,148
SED10034,0,0,0,6,0,0,0,0,0,8,0,6,8,69,38,23,12,10,0,169,0,0,3,24,10,20,45,28,18,148,0,0,0,7,3,0,0,0,0,17,0,0,0,8,7,4,0,0,0,30,0,0,0,6,16,9,14,5,4,60,0,4,3,20,14,21,11,0,0,78,0,0,0,0,0,17,17,19,3,53,0,0,0,6,6,6,11,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,12,43,9,0,0,0,0,62,0,0,0,10,7,12,26,24,11,98,5,7,27,141,115,108,50,25,4,479,0,0,0,9,19,23,23,5,0,80,0,0,0,8,0,3,0,0,0,18,0,0,0,5,7,3,4,0,0,25,6,8,12,52,17,17,13,0,4,128,0,0,0,22,9,13,17,4,0,59,0,0,0,4,0,0,0,0,0,9,0,0,5,26,37,39,40,38,3,182
SED10035,0,8,3,45,35,24,4,3,0,127,0,0,32,986,77,42,12,9,6,1158,0,0,15,359,45,27,50,42,32,567,0,7,23,78,46,14,10,0,0,173,4,11,43,195,53,26,11,9,0,348,0,0,5,41,17,29,29,23,8,149,3,12,142,436,83,65,49,18,4,816,0,0,0,0,0,13,23,13,15,60,0,0,0,38,9,6,3,0,0,59,0,0,40,32,7,0,6,0,6,84,3,0,42,97,8,0,0,0,0,167,0,0,0,58,16,12,11,9,0,102,4,22,109,694,236,162,90,23,6,1347,0,0,0,22,8,19,36,16,9,115,4,13,33,153,9,4,0,3,0,215,0,0,0,6,6,3,5,0,0,26,0,17,63,469,119,56,27,8,4,763,0,0,0,98,22,19,20,4,0,169,0,0,0,3,3,0,0,0,0,17,0,0,11,189,51,42,24,12,3,335
SED10036,9,170,246,626,242,202,95,29,18,1635,0,6,5,36,17,15,7,7,3,86,0,3,5,26,34,62,121,118,68,434,0,0,0,6,0,0,0,0,0,10,0,0,5,16,8,5,5,4,0,46,3,23,47,360,284,234,147,59,11,1160,0,3,15,34,12,24,19,9,0,117,0,0,0,0,3,10,27,31,3,74,0,0,0,7,8,19,23,17,3,83,0,0,4,11,10,3,4,0,0,28,0,0,13,97,30,4,3,0,0,150,0,0,0,3,4,5,7,5,5,30,8,39,114,226,113,98,38,11,0,641,0,0,6,68,51,51,54,27,0,249,0,43,60,141,89,56,26,3,0,420,0,0,3,0,0,0,0,0,0,9,0,16,46,230,115,164,79,10,5,676,0,0,0,19,10,24,40,6,5,118,0,15,10,60,34,48,31,10,0,207,0,0,0,11,9,24,15,16,4,81
SED10037,0,0,0,7,0,5,7,0,0,18,0,6,5,36,40,24,20,16,4,138,0,0,0,16,13,35,64,51,31,213,0,10,14,22,21,13,3,7,0,95,3,29,62,181,145,81,43,24,3,580,0,0,0,25,24,42,38,41,13,176,0,14,21,93,62,61,66,23,6,338,0,0,0,0,3,3,8,6,0,18,0,0,3,12,8,14,3,0,0,34,0,0,8,10,10,8,8,0,3,46,0,9,122,374,41,4,0,5,0,542,0,3,4,14,27,22,13,29,7,124,3,29,38,133,168,131,66,36,3,612,0,0,0,0,0,4,4,0,0,8,0,25,12,73,21,12,9,0,0,153,0,0,4,10,14,13,3,0,0,48,0,45,46,257,99,61,30,17,0,550,0,0,0,23,29,22,42,9,0,127,0,0,0,0,5,0,0,0,0,7,0,4,10,24,38,37,35,31,3,183
SED10038,0,8,7,21,6,6,4,0,0,56,0,5,9,24,34,17,12,9,9,121,0,0,3,13,18,58,109,104,94,392,0,4,9,11,6,4,0,0,0,27,0,3,8,19,5,8,0,0,0,39,0,9,3,10,13,23,18,7,3,87,0,0,12,10,9,16,11,7,0,60,0,0,0,3,0,3,5,5,0,25,0,0,0,0,0,4,4,3,0,12,0,0,0,10,4,5,0,0,0,21,0,0,7,12,0,0,0,0,0,29,0,3,0,8,15,18,55,49,17,161,5,23,45,128,107,82,52,23,10,474,0,0,0,5,25,51,68,27,12,194,0,3,19,71,7,7,0,0,0,107,0,0,0,5,3,4,7,0,0,20,0,10,11,39,10,8,4,0,0,90,0,0,0,13,4,9,17,7,0,54,0,0,0,3,0,0,0,0,0,4,0,5,7,23,32,69,64,46,10,255
SED10039,0,0,0,4,0,0,0,0,0,4,0,6,5,18,14,17,18,17,6,100,0,0,0,4,16,27,37,28,9,119,0,0,0,4,0,5,0,0,0,3,0,5,4,12,0,0,0,0,0,22,0,0,0,5,3,8,3,0,0,20,0,0,3,9,3,10,5,0,0,32,0,0,0,0,4,13,30,16,5,75,0,0,0,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,31,3,0,0,0,0,43,0,0,4,10,0,13,51,40,12,126,0,17,26,121,89,94,85,37,7,489,0,0,0,3,12,12,12,6,0,56,0,10,0,6,5,5,0,0,0,19,0,0,0,3,5,6,8,0,0,17,0,15,11,41,13,8,6,0,0,93,0,3,0,3,0,8,8,0,0,26,0,0,0,6,0,0,0,0,0,12,0,0,4,12,21,52,67,44,15,209
SED10040,0,0,0,32,12,7,4,0,0,55,4,9,3,45,16,9,8,11,0,105,0,4,7,46,25,41,69,106,81,384,3,0,5,22,13,4,0,0,0,49,0,4,8,64,20,23,8,5,0,130,0,26,32,243,221,215,136,69,19,957,0,4,39,213,61,62,59,27,0,474,0,0,0,0,4,14,34,21,9,78,0,0,3,10,7,8,6,0,6,37,0,0,0,12,3,9,3,3,0,36,4,39,1523,2927,81,8,7,0,0,4590,0,0,0,3,0,4,4,9,0,21,0,21,84,165,101,116,47,10,3,549,0,7,8,114,113,168,254,144,37,855,0,0,20,77,11,12,0,0,0,117,0,0,0,9,5,0,3,5,0,18,4,44,73,446,110,93,50,16,4,838,0,0,0,48,13,5,14,4,0,80,0,0,0,8,5,10,4,0,0,21,0,0,4,11,8,11,13,3,3,62
SED10041,0,0,0,0,6,0,0,3,0,12,0,7,5,37,30,26,19,7,3,142,0,0,0,20,6,15,31,34,22,127,6,22,20,38,33,22,17,10,0,174,3,54,120,315,233,117,76,42,12,961,0,0,0,11,14,15,20,9,5,77,0,23,30,135,85,75,57,46,5,468,0,0,0,0,0,3,8,4,0,16,0,0,0,5,4,6,0,3,0,18,0,0,3,11,9,4,3,5,0,33,0,0,64,215,17,5,0,0,0,301,0,3,11,14,11,15,11,14,15,87,3,29,71,131,120,136,77,53,33,653,0,0,0,0,4,0,0,0,0,8,0,12,0,70,14,6,7,0,0,119,0,0,0,0,20,15,8,3,0,53,4,24,26,177,64,35,20,9,0,359,0,0,3,22,18,17,24,6,0,96,0,0,0,0,0,0,0,0,0,3,0,8,13,21,38,41,31,24,17,196
SED10042,0,6,0,0,0,0,0,0,0,6,0,7,0,21,16,9,15,10,7,78,0,3,0,4,6,5,24,17,9,70,0,0,0,4,3,0,0,0,0,6,0,5,7,13,3,4,0,0,0,27,0,0,0,3,0,7,3,0,0,19,0,0,3,6,5,8,14,8,0,48,0,0,0,0,0,5,14,14,3,41,0,0,0,0,5,4,5,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,7,17,4,0,0,0,0,23,0,5,0,4,8,14,39,31,15,120,0,20,32,115,100,145,113,76,17,625,0,0,0,0,0,3,7,0,0,20,0,0,0,9,0,0,0,0,0,12,0,0,3,4,11,13,7,0,0,42,0,8,16,38,15,5,0,0,0,86,0,0,0,0,7,3,9,0,0,31,0,0,0,13,9,5,5,0,0,38,0,9,5,11,19,37,38,31,14,152
SED10043,0,14,26,94,70,54,16,4,3,282,0,0,6,14,7,6,5,4,0,38,0,0,9,20,25,32,73,100,63,322,0,0,3,5,0,0,6,0,0,15,0,3,13,73,51,67,37,40,14,293,12,72,131,847,822,960,842,427,101,4218,4,37,37,164,29,40,26,10,0,347,0,0,0,0,0,3,15,10,5,35,0,0,0,11,6,10,9,22,3,64,0,20,47,540,90,45,12,7,0,760,0,3,96,192,27,7,4,0,0,337,0,0,0,8,0,0,3,3,0,18,0,40,94,129,65,58,35,10,0,429,0,0,0,10,10,23,27,14,4,94,29,101,305,963,193,112,30,3,0,1741,0,0,0,0,4,4,0,0,0,10,3,14,30,179,67,71,42,20,4,424,0,0,0,7,5,5,7,9,0,39,0,0,0,14,19,27,13,6,3,78,0,0,0,0,6,5,10,8,0,30
SED10044,0,0,4,7,14,4,5,0,0,45,0,10,8,87,69,37,21,13,4,249,0,9,6,100,33,53,101,92,58,455,7,14,17,96,63,21,14,4,0,232,4,19,41,244,76,43,28,28,4,489,0,0,5,26,34,38,32,16,8,154,0,0,22,188,68,61,56,27,3,423,0,0,0,0,0,6,13,11,0,28,0,0,0,6,3,9,12,3,0,31,0,0,0,9,8,3,0,9,0,19,0,7,64,140,10,0,0,0,0,217,0,6,7,17,12,9,11,15,9,94,6,27,51,255,170,147,102,41,3,808,0,5,0,5,6,5,5,6,4,31,7,4,9,74,12,6,4,0,0,117,0,0,0,4,20,3,8,3,0,43,3,34,34,267,59,32,33,6,4,459,5,6,0,57,23,13,29,11,4,135,0,0,0,0,0,0,0,0,0,0,0,0,0,38,49,33,27,23,9,184
SED10045,0,0,0,0,0,0,0,0,0,4,0,0,0,14,6,9,12,0,5,50,0,4,0,12,3,10,24,24,24,104,0,5,7,9,3,6,3,0,0,29,0,0,5,3,0,3,0,0,0,17,0,0,0,0,0,5,0,0,0,3,0,0,4,10,7,9,0,0,0,36,0,0,0,0,0,0,4,5,0,12,0,0,6,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,27,0,0,3,3,14,9,33,23,11,97,0,8,19,105,97,169,123,25,6,551,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,13,0,0,0,16,17,11,4,0,0,45,0,15,10,24,5,4,0,0,0,62,0,0,0,0,0,3,4,3,0,19,0,0,0,5,0,0,0,0,0,3,0,0,5,5,10,29,34,20,6,109
SED10046,9,296,501,1478,645,533,294,122,37,3904,0,0,0,11,0,3,7,0,0,21,0,3,4,29,46,70,86,101,36,370,0,3,4,6,0,0,0,0,0,15,0,0,0,15,9,4,0,0,5,44,0,33,36,401,253,204,138,58,9,1130,3,10,14,60,10,19,16,10,0,148,0,0,0,0,6,12,32,25,6,88,0,0,8,22,9,16,13,12,0,88,0,0,4,27,6,10,5,0,0,47,0,0,54,164,23,5,3,0,0,251,0,0,0,0,0,5,9,4,3,17,9,110,159,328,96,66,40,7,4,815,0,7,5,64,62,53,63,26,0,287,11,37,58,259,76,33,9,0,0,473,0,0,5,3,5,0,0,0,0,11,3,20,50,291,130,174,105,28,9,808,0,0,3,16,15,34,40,10,7,132,0,25,31,91,64,103,34,8,0,353,0,0,0,6,6,22,18,5,3,65
SED10047,0,15,20,83,47,23,14,0,0,206,0,15,0,28,22,21,25,18,0,122,0,3,0,19,8,38,55,62,11,196,0,5,4,5,0,0,3,0,0,11,0,4,8,66,22,15,12,8,0,133,0,6,8,100,75,58,29,23,7,304,0,8,10,48,16,20,5,5,0,115,0,0,0,16,6,51,159,89,24,348,0,0,0,14,11,9,6,4,0,53,0,0,3,27,12,12,5,4,0,72,0,5,26,268,21,4,12,0,0,340,0,0,0,5,4,20,27,23,3,89,25,204,245,691,247,130,65,26,0,1639,0,0,0,6,3,3,10,3,0,27,5,58,49,271,54,50,21,0,0,507,0,0,0,5,0,4,0,0,0,15,4,149,265,980,447,250,128,45,5,2276,0,0,0,14,14,11,17,4,0,61,5,24,77,133,105,110,40,17,0,504,0,0,4,14,25,37,46,23,3,156
SED10048,0,23,91,319,114,84,46,14,7,696,0,18,4,25,11,13,20,6,3,97,0,0,3,29,20,41,66,44,29,238,0,5,10,3,3,0,0,0,0,26,0,0,7,26,17,10,9,3,0,68,0,8,11,175,139,124,72,22,0,551,0,3,3,54,21,30,21,9,3,151,0,0,0,0,3,8,32,22,8,76,0,0,0,22,19,31,35,15,0,130,0,0,0,21,8,4,4,0,0,38,4,57,194,1349,206,39,12,6,0,1869,0,0,0,4,9,9,28,9,0,66,9,155,246,515,176,103,54,18,5,1286,0,0,0,29,25,29,33,7,0,126,9,96,107,378,124,81,24,0,0,816,0,0,0,8,9,5,0,0,0,17,9,51,137,529,266,224,138,31,0,1383,0,3,6,29,10,28,42,8,0,133,0,15,51,145,100,130,70,18,0,524,0,9,0,14,19,38,47,32,3,159
SED10049,0,0,0,7,5,3,0,0,0,12,0,8,0,15,8,3,3,4,6,53,0,0,0,8,7,6,13,9,6,48,5,0,0,5,0,0,0,0,0,9,0,0,4,30,6,0,3,0,0,50,0,0,0,4,0,5,0,0,0,6,0,0,3,27,11,8,0,0,0,54,0,0,0,0,0,3,10,5,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,43,0,4,0,6,0,7,15,15,7,54,0,22,44,155,100,90,52,32,3,498,0,0,0,0,0,0,0,0,0,5,0,10,13,33,10,12,6,0,0,73,0,0,0,4,5,4,0,0,0,14,5,21,30,74,23,10,7,0,0,160,0,0,0,7,4,0,5,3,5,24,0,0,0,9,6,3,0,0,0,21,0,3,6,19,20,33,26,26,5,143
SED10050,0,0,0,7,3,4,0,0,0,10,5,16,10,126,94,48,21,19,5,340,0,0,8,146,33,32,56,40,30,353,4,3,6,30,16,11,0,0,0,82,0,4,7,37,15,5,7,8,0,77,0,3,0,4,10,3,3,4,0,33,0,0,4,15,18,25,14,5,4,85,0,0,0,0,0,4,0,0,0,7,0,0,0,5,5,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,45,85,4,0,0,0,0,128,0,22,7,61,39,28,16,26,9,203,3,20,53,397,248,182,111,40,12,1067,0,0,0,0,0,3,0,0,0,19,0,0,0,8,0,3,0,0,0,22,0,0,0,11,18,10,8,0,0,42,0,10,7,51,23,18,15,0,0,120,0,4,0,34,12,9,11,7,0,80,0,0,0,0,0,0,3,0,0,5,0,12,17,108,94,59,41,30,9,369
SED10051,0,11,7,46,38,36,27,9,3,169,5,8,41,711,97,46,22,20,5,956,0,11,11,113,37,43,59,75,34,380,0,3,7,28,16,16,8,0,0,78,0,3,3,44,15,18,7,5,0,98,0,6,0,22,24,43,29,20,6,141,0,3,37,118,46,74,94,36,7,410,0,0,0,0,3,8,39,43,9,110,0,0,0,19,4,17,13,6,0,60,0,0,0,3,0,5,0,0,0,5,0,4,13,23,3,0,0,0,0,46,0,0,9,26,8,20,11,3,5,76,8,21,66,298,189,160,105,24,6,880,0,0,0,6,9,0,8,4,5,32,0,0,18,42,0,4,6,5,0,68,0,3,0,3,11,3,3,0,0,30,4,16,29,169,65,47,28,13,0,375,0,6,5,63,19,17,63,11,4,186,0,0,0,9,3,11,0,0,0,32,0,6,10,75,30,49,25,22,0,219
