LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA11650,0,59,..,1078,96,1171,15,1184,..,461,40,503,3,502,..,251,25,275,0,275,..,34,13,44,0,44,..,321,152,469,0,476,..,20,0,20,0,20,..,382,47,427,8,435,..,91,8,104,0,104,..,198,19,219,0,217,..,307,26,336,3,342,..,351,40,394,5,397,..,48,8,59,0,59,..,111,14,123,0,123,..,374,11,381,6,394,..,183,13,194,0,200,..,597,23,625,0,626,..,142,6,147,5,150,..,1296,57,1349,16,1365,..,913,75,983,4,984,..,93,3,98,0,99,..,433,95,535,5,544,..,72,11,86,0,86,..,207,57,267,0,271,..,1914,180,2095,52,2144,..,11567,1563,13132,152,13281,..,558,57,615,8719,9335,156001,12123,1624,13746,8873,178618,304010,..,..,..,..,304010,..,535,8,541,4,541,..,681,50,733,11,740,..,236,7,247,0,248,..,665,233,896,4,898,..,1352,587,1937,15,1953
LGA11700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,9,0,8,..,8,0,15,0,13,..,5,3,10,167,176,661,13,3,19,172,846,1334,..,..,..,..,1334,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,11,..,0,0,0,0,0,..,0,0,0,0,0
LGA11720,0,3,..,92,7,97,4,101,..,21,0,21,0,27,..,7,4,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,25,0,29,0,28,..,6,0,6,0,6,..,19,0,19,0,19,..,4,0,6,0,6,..,9,0,9,0,9,..,14,0,14,0,14,..,8,0,5,0,5,..,59,3,63,0,63,..,11,0,11,0,11,..,66,4,69,0,69,..,14,0,14,0,14,..,150,10,158,0,158,..,40,4,44,0,44,..,7,0,7,0,7,..,73,16,88,0,88,..,4,0,4,0,5,..,17,24,47,0,47,..,154,14,174,7,184,..,839,111,950,22,976,..,72,5,76,1425,1505,29124,911,121,1031,1448,31603,57361,..,..,..,..,57361,..,74,0,74,0,74,..,34,8,43,0,44,..,39,5,47,0,47,..,42,18,60,0,60,..,65,18,81,0,83
LGA11730,0,3,..,90,14,102,0,102,..,23,0,22,0,23,..,22,0,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,4,3,9,0,9,..,8,0,12,0,12,..,15,0,15,0,15,..,9,0,9,0,9,..,0,0,0,5,4,..,7,0,7,0,7,..,31,0,31,0,31,..,13,0,13,0,16,..,60,0,59,0,59,..,17,0,17,0,17,..,122,0,124,0,123,..,34,0,39,0,39,..,0,0,3,0,3,..,36,10,40,6,48,..,0,0,0,0,0,..,10,0,18,0,15,..,188,16,206,0,210,..,763,77,840,13,849,..,58,4,66,1772,1836,24371,823,82,903,1782,27059,48046,..,..,..,..,48046,..,35,0,35,0,35,..,15,0,18,0,13,..,159,7,169,0,169,..,33,20,56,0,56,..,60,19,85,0,82
LGA11750,0,0,..,19,0,19,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,7,4,0,4,..,19,5,26,0,26,..,85,8,88,0,92,..,0,0,0,291,287,1615,82,8,92,290,1993,3278,..,..,..,..,3278,..,14,0,16,0,16,..,0,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,12,4,13,0,13
LGA11800,0,9,..,830,170,999,5,1003,..,72,0,74,0,76,..,72,12,89,0,89,..,9,0,9,0,9,..,11,8,20,0,23,..,3,0,3,0,3,..,26,3,30,0,31,..,7,0,9,0,9,..,22,0,24,0,24,..,18,0,21,0,21,..,22,4,21,0,21,..,9,0,9,0,9,..,6,0,4,0,4,..,53,3,60,0,60,..,19,3,23,0,26,..,90,6,96,0,96,..,54,20,69,5,74,..,216,27,245,6,254,..,97,14,116,0,116,..,6,0,6,0,6,..,78,16,92,0,92,..,6,0,6,0,7,..,35,10,46,0,47,..,826,381,1209,32,1244,..,2947,788,3737,60,3792,..,143,25,168,2236,2407,34550,3091,816,3907,2294,40746,66787,..,..,..,..,66787,..,98,0,98,0,98,..,150,41,193,0,190,..,197,4,199,3,198,..,71,34,100,6,103,..,222,133,360,4,365
LGA12000,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,12,0,9,..,23,0,23,0,24,..,0,0,0,123,124,2074,25,0,25,123,2227,4070,..,..,..,..,4070,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0
LGA12150,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,9,0,9,0,9,..,42,0,44,0,44,..,0,0,6,263,265,1555,48,3,49,263,1861,3122,..,..,..,..,3122,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6
LGA12160,0,0,..,21,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,11,0,11,0,11,..,5,0,5,0,5,..,23,0,23,0,23,..,6,0,6,0,3,..,0,0,0,0,0,..,5,5,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,18,8,27,0,27,..,129,37,170,4,168,..,14,0,12,409,428,5139,147,35,183,412,5732,10161,..,..,..,..,10161,..,12,0,12,0,13,..,0,0,0,0,0,..,20,0,15,0,15,..,5,5,17,0,17,..,36,42,76,0,76
LGA12350,0,0,..,15,5,18,5,23,..,9,0,8,0,8,..,0,0,0,0,0,..,5,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,15,0,11,0,11,..,0,0,0,0,0,..,27,0,28,0,28,..,5,5,9,0,9,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,67,15,84,0,84,..,200,35,230,3,233,..,17,0,17,472,492,5681,216,35,249,475,6409,11237,..,..,..,..,11237,..,11,0,12,0,14,..,12,3,8,0,8,..,34,0,36,0,36,..,5,0,5,0,5,..,20,8,26,0,26
LGA12380,8,547,..,12785,1055,13834,112,13949,..,664,140,806,3,809,..,73,24,93,0,93,..,72,27,102,0,102,..,1471,1166,2631,16,2651,..,51,22,69,0,76,..,622,69,690,10,697,..,645,297,943,6,947,..,145,27,173,0,172,..,94,16,112,4,112,..,188,49,239,0,239,..,261,21,278,0,280,..,202,51,252,0,254,..,711,28,740,4,750,..,396,56,450,3,454,..,1331,37,1368,8,1377,..,186,24,211,3,211,..,2627,147,2770,19,2789,..,713,158,872,5,879,..,3224,400,3618,23,3644,..,323,120,442,5,444,..,2443,976,3422,20,3439,..,1368,677,2051,8,2058,..,7596,2002,9597,165,9765,..,57383,16599,73978,597,74579,..,1028,378,1408,7603,9010,30350,58405,16976,75387,8198,113938,62732,..,..,..,..,62732,..,34,0,34,0,34,..,27573,5483,33050,210,33264,..,29,5,33,0,33,..,5608,3721,9330,35,9367,..,6963,8664,15624,149,15777
LGA12390,0,13,..,806,69,877,8,887,..,30,0,32,0,31,..,6,4,7,0,7,..,0,4,6,0,6,..,24,8,31,0,31,..,4,0,4,0,4,..,96,6,106,3,112,..,12,0,12,0,12,..,14,0,14,0,14,..,9,3,11,0,11,..,5,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,4,..,77,0,83,0,83,..,6,0,5,0,5,..,93,0,90,3,92,..,13,6,17,0,17,..,182,7,194,3,192,..,50,5,50,0,50,..,36,0,40,0,42,..,23,7,32,0,32,..,0,0,0,0,0,..,28,6,34,0,40,..,293,22,316,14,329,..,1860,203,2059,37,2089,..,89,5,95,2298,2397,23296,1945,208,2154,2332,27784,45188,..,..,..,..,45188,..,50,0,49,0,49,..,89,3,96,0,96,..,169,3,170,0,169,..,73,33,110,0,110,..,118,55,171,0,171
LGA12700,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,6,13,0,16,..,46,3,47,0,52,..,16,0,16,202,214,4511,58,3,67,205,4781,9027,..,..,..,..,9027,..,10,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4
LGA12730,0,0,..,24,3,27,0,27,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,15,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,6,0,6,..,22,0,22,5,20,..,126,12,136,5,137,..,7,0,7,369,376,3769,124,12,139,376,4286,7430,..,..,..,..,7430,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,12,3,15,0,15,..,11,0,12,0,12
LGA12750,0,6,..,74,9,78,0,80,..,46,3,51,0,51,..,7,0,8,0,8,..,0,0,3,0,3,..,0,0,0,0,0,..,0,6,0,0,0,..,23,0,27,0,26,..,0,0,0,0,0,..,15,0,16,0,20,..,12,0,12,0,12,..,13,4,15,0,15,..,4,0,4,0,4,..,8,0,4,0,4,..,28,0,28,0,28,..,12,0,12,0,12,..,26,0,27,0,25,..,6,0,6,0,6,..,68,0,67,0,67,..,35,6,43,0,43,..,0,0,0,0,0,..,17,6,23,0,23,..,4,0,4,0,4,..,23,8,33,0,33,..,166,22,188,0,185,..,775,88,859,12,873,..,55,0,59,1456,1519,18311,831,90,923,1468,20696,35935,..,..,..,..,35935,..,20,0,26,0,23,..,15,3,20,0,19,..,78,0,76,9,85,..,23,10,32,0,32,..,48,10,60,0,60
LGA12850,0,63,..,914,78,992,6,996,..,1690,446,2134,11,2150,..,38,3,41,0,41,..,1962,1708,3674,25,3695,..,50,25,76,0,76,..,391,132,526,10,528,..,28,4,32,0,32,..,158,68,230,0,231,..,213,33,242,3,246,..,75,18,93,0,93,..,110,44,157,0,155,..,759,58,811,10,823,..,1294,394,1690,8,1692,..,317,10,335,0,333,..,152,37,183,4,189,..,667,16,687,3,690,..,129,22,149,0,150,..,1266,88,1352,6,1363,..,1988,573,2557,10,2568,..,48,4,52,0,50,..,433,240,672,5,672,..,400,141,535,6,539,..,12761,10479,23242,132,23372,..,10900,5491,16395,132,16527,..,47804,26882,74690,495,75184,..,972,663,1634,5724,7358,23065,48775,27547,76329,6216,105605,48753,..,..,..,..,48753,..,3,0,3,0,3,..,13678,5515,19190,141,19334,..,10,0,17,0,14,..,4464,3156,7615,55,7668,..,2455,2211,4670,34,4701
LGA12870,0,0,..,7,0,7,0,7,..,10,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,7,0,7,..,19,0,18,0,18,..,3,0,3,0,3,..,29,3,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,9,0,9,..,0,0,0,0,0,..,0,0,6,0,6,..,31,4,34,0,33,..,124,23,145,0,151,..,21,0,17,427,448,5877,145,20,165,432,6471,11684,..,..,..,..,11684,..,4,0,4,0,4,..,3,0,9,0,9,..,3,0,6,0,6,..,6,5,9,0,9,..,25,7,33,0,33
LGA12900,0,0,..,22,0,20,0,20,..,9,0,9,0,9,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,6,0,6,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,12,0,12,..,98,9,108,0,113,..,11,0,11,381,387,4221,108,9,122,374,4716,8358,..,..,..,..,8358,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,5,..,7,7,14,0,14,..,7,5,18,0,18
LGA12930,0,105,..,4923,234,5156,38,5195,..,771,92,860,4,863,..,235,31,263,0,261,..,30,10,40,0,40,..,211,66,278,0,279,..,1350,250,1601,6,1606,..,112,10,119,0,119,..,65,5,72,0,72,..,104,6,114,3,112,..,408,53,461,0,461,..,206,36,247,0,245,..,57,6,57,0,57,..,222,42,261,4,266,..,498,11,516,7,515,..,723,103,824,4,828,..,797,19,816,4,821,..,112,7,117,0,117,..,2127,149,2271,16,2282,..,848,128,975,4,977,..,132,0,134,3,140,..,421,101,517,4,524,..,83,14,100,0,100,..,544,142,687,0,689,..,1134,194,1328,43,1371,..,32869,8760,41627,299,41928,..,452,76,528,3230,3759,31571,33321,8836,42152,3530,77250,64097,..,..,..,..,64097,..,46,5,51,0,51,..,5032,557,5590,25,5612,..,28,4,29,0,29,..,9719,4488,14212,94,14301,..,12934,6445,19380,126,19507
LGA12950,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,34,0,37,0,37,..,8,0,8,238,248,1887,40,4,45,242,2174,3727,..,..,..,..,3727,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,3,0,3
LGA13010,0,0,..,26,0,26,0,26,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,7,30,0,34,..,114,11,122,0,127,..,20,0,20,424,445,3949,131,12,146,423,4518,7718,..,..,..,..,7718,..,8,0,8,0,8,..,3,0,3,0,3,..,5,0,7,0,7,..,3,0,3,0,3,..,11,7,13,0,13
LGA13310,0,6,..,177,20,198,0,200,..,28,0,23,0,23,..,3,0,3,0,3,..,8,5,11,0,11,..,14,12,26,0,26,..,0,0,0,0,0,..,45,6,45,0,45,..,4,0,4,0,4,..,4,0,13,0,13,..,14,4,19,0,19,..,10,3,11,0,11,..,3,0,7,0,4,..,6,0,4,0,3,..,23,3,26,0,26,..,18,0,18,0,18,..,41,0,45,0,45,..,12,0,12,0,12,..,93,8,101,0,101,..,32,0,33,0,33,..,3,0,5,0,5,..,25,12,32,0,32,..,5,0,5,0,5,..,12,0,12,0,12,..,131,16,155,0,153,..,846,122,973,15,987,..,62,12,74,962,1036,13882,917,133,1048,973,15909,27516,..,..,..,..,27516,..,28,0,28,0,28,..,86,6,99,3,97,..,19,0,15,0,15,..,34,13,54,0,52,..,101,44,145,5,147
LGA13340,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,6,0,6,..,9,0,9,0,9,..,5,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,25,3,30,0,30,..,109,7,119,3,119,..,10,0,10,432,440,4934,121,7,132,432,5492,10014,..,..,..,..,10014,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,3,6,3,..,3,0,5,0,5
LGA13450,0,13,..,736,298,1039,8,1047,..,558,138,700,6,711,..,8,0,8,0,8,..,7,0,7,0,7,..,4,3,10,4,12,..,0,0,3,0,3,..,30,3,37,0,37,..,0,3,3,0,3,..,0,0,0,0,0,..,8,4,12,0,12,..,0,0,0,0,0,..,166,16,179,3,183,..,0,0,0,0,0,..,55,8,64,0,64,..,3,0,4,0,4,..,78,3,84,0,84,..,80,17,92,0,97,..,217,28,245,5,250,..,50,8,58,0,58,..,19,0,21,0,21,..,15,6,23,0,23,..,22,23,44,0,44,..,0,0,6,0,6,..,340,48,384,5,394,..,2384,671,3054,34,3083,..,49,14,59,972,1030,9379,2430,684,3112,1002,13494,18662,..,..,..,..,18662,..,77,3,83,3,81,..,46,3,48,0,48,..,27,0,27,0,27,..,31,20,46,0,46,..,123,138,260,3,266
LGA13550,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,7,..,8,0,7,0,7,..,18,0,18,0,22,..,4,0,4,0,4,..,42,0,40,0,41,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,4,..,0,0,3,0,3,..,54,9,57,0,60,..,176,24,202,3,207,..,18,6,25,532,553,5734,193,28,223,540,6495,11402,..,..,..,..,11402,..,29,0,33,0,33,..,0,0,0,0,0,..,24,3,32,0,32,..,6,9,10,0,10,..,29,12,36,0,36
