LGA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
LGA16380,4,10,11,11,9,0,39,3,4,4,7,10,0,35,4,41,55,59,31,8,198,46,163,223,76,57,4,574,78,43,35,94,16,0,271,361,72,97,164,21,10,720,1066,44,69,306,32,10,1533,2263,38,89,520,50,7,2969,1459,9,13,201,15,3,1691,410,3,0,60,4,0,477,126,0,0,20,3,0,156,31,0,0,8,0,0,37,19,0,0,4,0,0,19,9,0,3,6,4,0,27,72,41,40,83,29,23,287,5969,462,644,1629,283,59,9045
LGA16400,6,8,3,17,4,0,31,0,7,0,5,4,0,15,8,46,57,34,37,0,191,31,133,73,63,77,0,378,63,51,26,81,21,3,240,178,114,60,114,247,7,717,799,122,54,269,95,3,1342,1685,59,19,321,66,7,2151,1102,3,4,148,22,0,1266,350,0,0,32,8,0,396,108,0,0,11,0,0,130,23,0,0,3,0,0,27,4,0,0,0,0,0,6,5,0,0,4,3,0,18,84,24,21,69,39,14,249,4450,563,310,1170,621,48,7164
LGA16490,3,13,3,9,0,0,26,0,29,4,6,3,0,43,20,158,13,37,8,5,240,52,102,58,69,9,0,292,148,44,30,81,12,0,316,434,55,29,124,100,0,742,614,55,16,185,160,3,1040,800,59,12,273,183,3,1325,715,26,0,202,34,0,977,332,5,0,90,13,0,444,241,0,0,38,13,0,295,105,0,0,22,9,0,130,18,0,0,0,0,0,23,13,0,0,3,0,0,20,49,28,5,57,29,12,187,3547,583,168,1213,572,28,6100
LGA16550,12,99,4,11,6,0,124,9,186,21,9,4,0,220,19,1303,82,41,7,0,1455,53,376,134,83,10,0,649,58,186,53,66,9,0,368,138,159,45,105,29,8,486,450,116,52,161,68,0,850,1871,95,29,261,109,7,2378,3902,39,15,477,27,4,4465,4094,32,5,423,31,9,4583,2542,7,0,298,10,4,2870,1428,3,0,203,7,0,1655,851,0,0,126,4,0,981,1796,3,0,260,14,0,2071,280,179,24,178,28,42,733,17504,2778,460,2699,354,81,23875
LGA16610,4,5,0,5,4,0,19,0,6,0,5,0,0,13,6,60,11,23,11,3,113,75,51,35,49,26,4,239,73,21,16,61,28,0,197,184,15,14,100,28,7,351,381,16,4,165,17,0,580,395,3,11,102,9,0,523,79,4,0,22,0,0,102,23,0,0,5,0,0,26,5,0,0,6,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,18,0,14,14,3,69,1243,191,91,553,144,24,2253
LGA16700,13,28,7,10,4,0,59,0,22,19,4,0,0,49,31,143,52,41,8,0,280,68,276,177,103,17,7,634,62,99,42,82,18,0,298,203,116,92,118,53,6,589,1313,77,59,207,32,6,1689,4312,64,59,479,65,12,4996,4163,40,25,428,35,3,4700,3100,11,14,270,20,0,3419,1343,0,6,165,12,3,1531,592,0,4,86,9,0,684,302,3,0,32,0,4,335,412,0,0,57,0,0,476,251,75,42,173,39,44,626,16157,954,608,2245,313,94,20370
LGA16900,4,28,9,3,0,0,50,0,60,3,8,0,0,67,3,513,11,27,9,0,565,20,311,29,28,14,0,410,37,160,22,48,0,0,265,102,139,20,68,0,4,337,387,112,47,153,13,3,704,1207,136,22,291,24,3,1677,1472,46,9,266,15,0,1807,810,5,0,75,9,6,899,212,0,0,17,0,0,229,37,0,0,4,0,0,45,6,0,0,0,0,0,7,16,3,0,8,0,0,29,79,80,13,67,17,14,261,4405,1598,179,1055,92,29,7363
LGA16950,7,4,10,21,12,0,57,4,20,11,5,9,0,47,18,68,85,69,37,5,288,70,205,227,114,68,6,687,136,87,69,176,35,0,512,346,145,128,238,218,9,1086,1269,124,131,447,104,6,2088,2491,55,57,554,80,10,3245,1204,5,18,236,10,0,1480,247,0,0,42,8,0,296,64,0,0,18,3,0,84,28,0,0,6,0,0,33,12,0,0,4,3,0,15,10,0,0,11,0,0,22,90,67,36,129,57,25,395,5983,791,772,2076,644,65,10335
LGA17000,10,3,0,4,0,0,16,3,0,0,3,0,0,7,9,29,4,6,7,0,59,34,80,23,17,7,0,167,47,33,6,24,16,0,122,134,52,9,28,45,0,268,262,34,8,70,32,0,405,507,41,11,79,13,0,644,204,8,0,27,8,0,241,47,0,0,9,0,0,56,14,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,21,15,0,28,20,5,88,1283,294,58,284,159,11,2092
LGA17040,0,0,0,14,8,0,26,3,0,3,9,10,0,25,22,9,10,37,15,0,85,65,21,16,57,15,4,176,50,3,8,52,9,0,120,156,10,11,90,29,0,290,219,13,12,95,13,0,351,224,0,0,79,15,0,317,105,0,0,47,8,0,163,48,0,0,19,0,0,71,27,0,0,4,4,0,40,12,0,0,14,3,0,31,0,0,0,9,0,0,9,21,0,0,17,40,0,85,36,0,6,42,44,8,136,987,62,57,590,222,18,1920
LGA17080,5,3,0,13,8,0,25,4,3,0,4,0,0,16,24,56,17,40,18,0,147,80,42,13,80,20,0,236,75,16,0,73,7,0,170,186,39,0,57,3,0,286,167,3,0,56,16,0,241,114,0,0,23,3,0,141,8,0,0,3,0,0,17,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,17,13,0,25,17,11,86,684,182,30,366,92,15,1371
LGA17100,0,9,0,5,0,0,13,0,36,0,0,4,0,42,32,174,3,21,51,0,286,32,55,29,45,21,0,183,28,36,15,28,15,0,122,52,31,21,43,20,0,170,275,11,6,51,9,0,360,1668,27,11,117,25,4,1848,2130,19,5,160,26,9,2345,844,4,3,70,20,0,944,295,0,3,36,4,0,335,139,0,0,24,6,0,163,58,0,0,9,0,0,66,95,0,0,14,3,0,111,118,24,7,76,36,22,283,5772,434,103,691,238,36,7278
LGA17150,15,52,3,12,0,0,83,0,91,7,0,3,0,98,4,679,56,35,10,0,782,19,213,106,52,11,6,402,19,84,44,68,8,3,230,74,97,54,106,99,3,441,427,86,74,206,56,0,841,2761,53,63,450,55,3,3389,3705,30,14,487,25,0,4270,2721,23,9,345,18,10,3120,1641,13,4,202,8,4,1871,970,3,5,139,4,0,1131,534,0,0,56,0,0,594,650,0,0,96,4,0,751,174,94,28,161,45,33,536,13715,1518,471,2421,356,70,18548
LGA17200,36,217,21,11,4,0,295,6,588,42,10,4,4,649,58,2625,169,81,16,14,2962,142,726,305,147,32,3,1361,141,297,111,178,37,5,767,539,289,135,323,88,7,1377,1987,196,162,578,102,4,3025,5654,201,241,827,123,11,7053,9730,83,96,1080,131,11,11142,10170,32,47,904,113,10,11276,7926,34,14,746,92,14,8819,4424,16,8,482,47,3,4980,2296,7,5,293,29,0,2628,4001,3,0,609,25,0,4653,698,328,53,399,91,114,1689,47827,5641,1414,6659,932,212,62678
LGA17310,7,16,7,10,6,0,50,16,15,5,16,8,0,60,38,65,27,79,18,5,231,254,147,58,112,35,12,617,300,59,28,158,19,10,566,755,140,49,206,16,15,1181,1568,106,31,380,20,8,2116,1452,24,13,236,33,6,1771,276,3,0,42,10,0,330,60,0,0,14,0,0,69,17,0,0,7,0,0,26,3,0,0,4,0,0,12,0,0,0,0,0,0,3,7,0,0,6,4,0,15,78,55,15,74,48,28,293,4823,633,241,1337,223,81,7336
LGA17350,0,0,0,6,6,0,9,0,8,14,4,3,0,25,13,17,3,26,4,0,62,29,12,7,26,8,0,82,21,7,0,31,4,0,70,84,0,0,33,3,0,117,87,0,0,20,0,0,110,20,0,0,9,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,15,8,0,26,260,42,23,165,35,6,541
LGA17400,0,0,0,7,0,0,6,0,0,0,3,0,0,3,10,8,11,17,4,0,44,26,13,8,31,3,0,84,27,3,4,18,0,0,60,69,8,8,43,3,0,139,65,0,0,20,0,0,87,37,0,0,0,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,10,9,4,42,250,40,41,152,28,4,523
LGA17420,10,3,0,11,4,0,27,0,5,0,3,0,0,7,9,39,3,27,7,3,83,12,25,22,33,10,0,100,13,14,17,36,6,0,89,43,24,6,67,40,7,184,116,11,16,102,44,0,283,872,19,20,240,41,6,1193,2299,4,5,272,18,4,2607,3181,4,0,243,12,0,3441,1946,0,0,164,7,0,2121,793,0,0,71,3,0,873,383,0,0,38,4,0,425,347,6,0,51,6,0,409,159,15,9,124,35,20,358,10188,157,108,1478,234,32,12204
LGA17550,4,17,3,11,8,0,45,4,33,4,10,4,0,52,10,355,28,59,27,4,481,22,114,54,111,80,0,390,37,58,17,143,27,5,294,134,82,30,211,82,5,537,538,46,41,378,64,6,1070,1464,40,32,621,145,8,2305,1206,13,12,420,84,3,1736,778,7,0,172,20,7,976,402,0,3,77,3,3,486,184,0,0,30,0,0,215,92,0,0,10,4,0,108,92,0,0,29,0,0,116,86,40,24,109,34,19,314,5033,812,242,2384,580,59,9117
LGA17620,4,0,0,3,3,0,16,0,0,4,0,0,0,9,20,17,16,24,13,0,90,49,37,16,47,16,0,157,54,13,5,42,8,0,125,149,21,4,46,12,4,239,222,15,3,81,13,0,327,127,13,6,41,9,0,195,34,0,0,22,7,0,61,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,14,5,7,27,61,0,99,675,125,45,338,149,10,1329
LGA17640,0,0,0,3,3,0,3,0,0,0,7,0,0,7,4,4,4,14,4,0,35,4,6,4,26,6,0,39,3,0,0,20,3,0,27,22,5,4,28,4,0,65,50,0,0,31,3,0,89,48,0,0,34,0,0,72,8,0,0,3,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,16,0,38,150,12,11,192,41,0,410
LGA17650,0,0,0,3,6,0,9,0,0,0,0,0,0,0,10,0,3,21,0,0,34,32,6,3,13,7,0,67,24,4,0,18,5,0,50,36,3,0,24,9,0,65,66,0,0,19,0,0,79,32,0,0,12,0,0,47,16,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,9,0,22,219,20,8,120,35,0,403
LGA17750,6,25,5,9,3,0,51,3,63,10,7,4,0,88,40,302,24,54,27,9,448,387,180,59,119,19,5,769,399,75,34,127,23,0,658,686,128,20,205,186,0,1232,1623,49,16,336,84,0,2111,1458,13,9,230,36,5,1744,493,5,4,61,10,0,570,77,0,0,16,7,0,104,9,0,3,3,0,0,16,4,0,0,0,0,0,5,5,0,0,0,0,0,3,4,0,0,7,0,0,12,83,55,8,76,49,20,285,5293,889,190,1252,439,43,8103
LGA17850,0,0,0,0,8,0,3,0,0,0,0,0,0,3,12,10,0,15,8,0,36,17,4,0,20,0,0,37,12,3,3,18,0,0,30,27,0,3,13,0,0,45,16,0,0,11,0,0,21,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,15,0,35,86,16,14,87,32,0,235
LGA17900,0,25,0,11,56,0,92,0,3,9,3,13,0,22,7,5,5,15,9,0,39,16,15,43,26,11,0,109,8,11,14,19,7,0,67,15,15,27,20,0,0,82,12,0,7,8,0,0,27,3,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,23,19,7,62,65,81,103,131,133,4,515
LGA17950,0,0,3,0,4,0,3,4,0,0,3,0,0,5,3,5,11,4,0,0,28,8,8,3,16,4,0,39,24,7,6,8,3,0,49,16,3,0,10,5,0,34,19,0,0,5,0,0,29,0,0,0,3,5,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,19,73,26,22,54,33,0,216
LGA18020,0,4,0,6,16,0,27,0,4,0,13,5,0,28,12,14,15,48,18,0,105,43,25,6,70,12,4,163,47,7,5,54,9,0,118,77,9,0,39,9,0,127,35,0,0,22,4,0,63,0,0,0,7,7,0,10,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,28,22,0,61,212,64,24,296,101,5,711
LGA18050,4,12,5,10,0,0,31,0,27,3,3,0,0,33,8,185,11,13,0,0,215,19,41,23,14,4,0,100,16,20,19,24,3,0,79,34,10,9,44,3,0,116,229,7,15,83,7,0,347,795,8,15,142,19,5,990,1309,7,8,257,30,4,1617,1927,0,0,282,21,4,2242,1976,0,0,268,15,0,2257,1371,0,0,224,6,5,1608,945,0,0,128,8,0,1083,1961,0,0,361,18,0,2337,186,23,10,117,23,37,394,10789,341,122,1977,163,64,13456
LGA18100,4,3,17,3,0,0,26,0,0,5,0,0,0,4,0,7,10,19,5,0,43,33,4,0,19,6,0,63,24,5,0,30,6,0,54,37,0,0,11,9,0,57,7,0,0,0,0,0,12,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,8,105,21,26,95,23,6,274
LGA18200,3,0,0,3,15,0,28,0,0,0,0,0,0,8,20,3,3,17,13,0,56,40,14,20,39,6,0,113,35,6,7,42,3,0,93,45,6,3,18,5,0,75,38,6,0,10,0,0,51,29,0,0,0,4,0,32,3,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,10,0,27,207,36,44,141,69,9,500
LGA18250,10,11,4,13,0,0,38,0,4,3,0,0,0,8,11,59,31,13,3,0,126,10,67,61,36,6,0,182,16,23,28,26,3,0,96,67,20,27,59,3,0,180,172,17,12,77,10,0,292,906,17,30,114,16,4,1095,2133,21,20,169,22,0,2364,1897,7,3,178,19,3,2102,1006,0,0,131,6,4,1145,712,0,0,94,15,4,826,462,0,0,63,0,0,531,1117,0,0,144,11,4,1281,151,20,5,112,25,24,336,8678,266,232,1250,144,40,10610
LGA18350,0,4,0,3,0,0,6,3,5,8,0,0,0,17,10,9,12,28,14,0,70,24,63,91,35,14,0,226,27,18,34,42,14,3,137,61,37,37,65,14,0,219,216,28,28,118,10,4,402,625,38,36,158,15,0,866,659,5,12,116,8,0,805,443,0,0,59,7,0,514,192,0,0,30,8,0,225,71,0,0,15,3,0,94,34,0,0,10,0,0,46,62,0,0,13,0,0,76,50,13,17,62,24,7,172,2479,223,272,764,131,23,3891
LGA18400,5,0,0,8,5,0,14,0,0,0,3,0,0,4,0,3,13,20,14,0,50,8,37,43,27,16,0,134,21,13,9,31,16,0,81,59,11,17,31,6,0,130,222,4,5,82,10,0,325,656,10,8,136,19,3,829,544,0,0,78,4,0,628,265,0,3,29,10,0,295,87,0,0,14,0,0,99,40,0,0,7,0,0,51,10,0,0,4,0,0,15,18,0,0,9,0,0,22,42,4,0,48,23,7,126,1974,87,95,520,123,14,2808
LGA18450,20,161,17,22,4,0,226,0,288,11,13,0,0,318,46,2060,88,95,51,14,2351,131,799,142,175,44,15,1303,208,368,58,212,26,3,873,625,392,79,309,33,6,1447,2099,237,58,534,57,9,3000,4498,372,45,845,70,13,5841,3913,119,16,608,46,9,4715,2192,27,3,278,25,4,2534,769,3,4,116,9,4,904,303,6,0,49,4,0,362,143,3,0,16,3,0,164,114,0,0,37,0,0,152,198,286,29,178,56,49,795,15261,5120,545,3488,435,131,24976
LGA18500,8,3,0,3,0,0,16,0,0,0,0,0,0,4,5,40,9,19,3,0,66,17,11,11,16,3,0,55,9,0,4,18,0,0,37,54,0,4,36,4,0,100,210,0,7,65,13,0,299,528,0,4,89,7,0,632,833,0,5,117,6,0,955,1021,0,0,179,8,0,1209,894,0,5,137,6,0,1043,636,0,0,145,5,0,789,424,0,0,101,0,0,525,1743,0,0,357,16,0,2115,102,0,0,86,22,10,218,6486,60,35,1369,97,22,8071
LGA18710,0,0,0,7,0,0,9,0,0,4,0,0,0,6,0,5,28,13,0,0,40,4,15,11,19,7,0,58,5,4,4,14,0,0,37,20,11,3,19,6,0,63,86,15,13,65,3,0,187,153,3,6,76,5,0,237,78,0,0,39,0,0,125,28,0,0,20,0,0,47,21,0,0,11,0,0,34,7,0,0,3,0,0,11,3,0,0,3,0,0,6,4,0,0,5,0,0,8,4,0,0,27,14,4,61,425,61,65,321,43,9,925
LGA19399,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,3,3,0,9,0,0,0,5,5,0,3,0,0,0,3,6,0,6,0,0,0,5,0,0,5,0,0,0,8,5,0,17,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,9,0,7,0,41,30,0,84
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,7,0,0,8,0,0,4,6,0,0,10,6,25,9,34,0,0,78,26,21,4,56,6,3,120,39,4,3,38,11,0,99,89,4,0,63,5,0,163,160,0,0,58,6,0,222,140,0,0,34,0,0,178,54,0,0,11,0,0,66,12,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,13,0,3,0,19,3,4,31,544,61,14,332,39,13,996
LGA20260,0,0,0,10,8,0,20,0,8,0,11,0,0,17,6,43,0,42,6,0,107,61,17,0,48,7,0,138,40,9,3,51,6,0,105,171,13,0,38,5,0,226,150,3,0,25,6,0,183,75,4,0,11,8,0,93,14,0,0,0,5,0,17,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,8,0,15,16,0,49,538,104,8,258,60,8,981
LGA20570,12,64,6,19,8,0,107,6,80,6,18,3,0,113,99,554,70,130,26,6,887,491,219,94,240,18,10,1068,428,137,48,227,22,3,863,1741,167,64,447,19,17,2452,3601,42,32,547,23,7,4264,2896,17,3,263,23,0,3205,482,9,0,56,9,0,545,58,0,0,23,0,0,80,26,0,0,10,0,0,34,20,0,0,3,0,0,23,3,6,0,0,3,0,6,8,0,0,10,8,0,24,150,90,12,102,39,29,436,10019,1393,338,2086,205,75,14112
LGA20660,12,68,3,21,6,0,108,3,66,5,15,0,0,88,33,512,59,67,13,0,688,31,178,89,89,14,5,409,29,105,23,80,5,0,241,96,113,60,147,74,4,495,1107,83,23,326,77,5,1619,3661,112,22,460,38,7,4299,2087,37,4,214,23,0,2370,819,5,0,95,0,4,921,248,6,0,40,0,0,290,111,0,0,16,0,0,127,44,0,0,8,0,0,52,85,0,3,15,3,0,111,141,144,26,102,32,23,469,8508,1427,328,1684,285,49,12280
LGA20740,6,8,0,12,0,0,26,0,11,0,4,0,0,18,10,105,3,45,10,0,176,33,32,28,76,12,0,180,57,22,16,95,3,0,195,296,12,4,152,16,6,487,768,10,15,235,11,3,1053,702,3,0,132,8,4,850,191,0,0,41,0,0,239,23,0,0,5,0,0,35,7,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,10,11,0,0,4,0,0,16,30,17,5,56,17,7,136,2146,225,81,866,85,19,3436
LGA20830,4,18,5,14,8,0,38,0,13,0,8,0,0,23,19,125,15,53,25,9,236,55,56,8,93,22,4,232,73,22,0,110,17,0,227,250,20,7,151,19,7,444,843,20,3,224,8,3,1105,1118,5,0,146,8,3,1283,155,0,0,23,5,0,185,29,0,0,6,0,0,32,10,0,0,5,0,0,9,0,0,0,3,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,14,55,27,3,60,20,8,169,2614,293,39,910,131,28,4006
LGA20910,5,46,3,17,0,0,68,5,36,0,5,0,0,50,9,306,8,31,10,0,367,14,109,35,48,10,0,215,6,49,15,46,7,0,115,54,42,28,64,4,0,192,323,26,5,122,4,0,473,1140,29,4,206,13,3,1398,1239,15,5,210,13,0,1478,918,4,0,111,4,0,1041,635,0,0,82,4,0,724,485,0,0,66,0,0,552,382,0,0,46,0,0,428,908,0,0,108,6,0,1022,143,40,7,89,18,18,318,6279,693,118,1244,96,26,8446
LGA21010,0,0,0,5,3,0,10,0,10,0,5,0,0,17,8,79,6,26,0,0,119,83,45,10,34,10,0,178,79,14,3,42,0,0,143,172,23,0,35,0,3,241,234,10,0,51,0,0,308,137,0,0,19,4,0,167,31,0,0,3,0,0,37,4,0,0,6,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,3,19,17,7,80,775,214,26,250,37,11,1316
LGA21110,13,22,4,21,7,0,64,3,23,16,15,0,0,61,34,189,45,65,8,3,342,92,39,36,99,7,3,277,138,40,36,93,11,0,316,268,20,27,139,15,0,463,1520,12,9,306,20,3,1871,4306,17,5,524,33,0,4886,2995,3,5,426,16,5,3458,1632,0,0,216,10,0,1863,1114,0,0,127,6,0,1253,822,0,0,85,3,0,917,530,0,0,55,0,0,590,1020,0,0,125,5,5,1152,227,43,9,179,38,31,531,14716,408,194,2476,186,59,18036
LGA21180,15,69,8,21,3,0,116,18,57,10,20,3,0,106,46,343,31,140,35,4,602,90,225,106,225,43,10,694,162,101,33,159,40,7,501,621,135,64,362,76,10,1269,3211,123,51,1239,293,37,4950,5210,67,20,857,207,24,6384,890,9,4,151,38,0,1092,128,5,0,41,3,0,178,37,4,0,18,0,0,65,48,0,0,4,0,0,51,16,0,0,0,0,0,19,89,0,0,32,10,0,126,284,101,31,317,110,65,912,10862,1235,355,3592,870,153,17067
LGA21270,0,20,4,15,9,0,43,0,5,0,9,4,0,17,15,12,0,42,15,0,88,21,8,8,54,4,0,90,22,0,0,31,6,0,59,21,0,0,14,6,0,40,3,0,0,10,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,8,0,32,86,44,10,195,56,3,388
