LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA55810,35,16,12,0,66,42,10,115,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,5,0,0,0,0,0,3,0,0,39,20,15,0,71,49,10,128
LGA55880,52,52,11,0,110,55,5,167,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55,50,11,0,115,60,5,174
LGA55950,76,56,14,4,148,62,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,56,14,4,148,62,0,215
LGA56090,4285,4595,1311,95,10289,2447,250,12989,89,24,50,5,162,324,8,495,4,0,0,0,5,0,0,5,88,29,50,6,168,324,8,502,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,3,0,16,5,7,0,0,15,6,0,22,0,0,0,0,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,3,0,0,9,9,0,22,0,3,6,0,5,5,0,15,4382,4634,1367,104,10489,2792,257,13541
LGA56160,9,5,6,0,15,6,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,7,0,0,0,0,0,0,0,5,11,5,8,0,28,10,0,32
LGA56230,2106,1825,710,43,4693,1337,123,6154,64,6,20,3,94,143,7,245,5,0,5,0,6,11,0,20,72,6,25,3,105,160,7,268,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,3,0,0,0,6,8,0,14,37,4,10,0,46,107,0,157,12,0,4,0,14,7,0,21,5,0,0,0,12,0,0,10,0,0,0,0,0,0,0,5,50,10,13,0,68,119,0,192,6,7,0,0,4,8,0,9,2238,1842,744,50,4878,1627,134,6641
LGA56300,239,109,35,4,383,164,15,563,0,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,10,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,5,4,0,0,9,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,0,0,14,0,0,0,0,0,0,0,0,250,110,36,6,403,187,18,604
LGA56370,91,77,9,0,179,62,3,247,8,0,0,0,10,11,0,18,0,0,0,0,0,0,0,0,8,0,0,0,10,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,77,16,0,189,69,4,262
LGA56460,488,400,201,20,1103,522,44,1667,20,3,3,0,32,95,0,133,0,0,0,0,0,0,0,0,20,3,3,0,32,95,0,133,0,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,513,401,206,18,1143,629,51,1819
LGA56580,1725,2947,465,46,5181,849,172,6202,121,80,43,0,254,257,27,537,88,75,46,3,215,141,15,379,216,157,86,7,468,405,43,917,61,23,16,0,108,139,34,285,6,0,0,0,7,23,0,34,68,18,8,0,91,55,3,150,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,137,44,32,0,211,222,41,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2075,3152,580,56,5865,1480,257,7602
LGA56620,59,104,72,11,244,59,4,308,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,13,63,102,76,10,253,83,5,340
LGA56730,1198,972,500,32,2701,1051,104,3858,19,7,12,0,47,94,6,146,3,0,0,0,0,6,0,11,27,10,14,0,50,99,6,154,0,3,0,0,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,7,0,3,0,0,6,11,0,16,8,0,0,0,8,11,0,18,3,0,0,0,5,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,20,4,32,0,7,0,0,11,8,3,17,1233,987,516,41,2777,1181,111,4070
LGA56790,426,220,69,7,717,294,14,1029,22,3,3,0,28,24,3,47,9,5,0,0,12,15,0,30,29,3,3,0,34,38,3,77,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,21,5,0,0,29,16,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,25,6,0,0,32,16,0,51,7,8,0,0,12,6,0,19,482,235,76,8,806,371,19,1191
LGA56860,33,20,6,0,57,31,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,29,18,6,0,61,31,0,93
LGA56930,134,184,29,0,348,52,4,404,0,0,0,0,3,6,0,8,15,10,3,0,33,19,0,53,18,10,3,0,33,23,0,54,4,0,4,0,14,9,0,24,8,0,0,0,7,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,23,37,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,195,36,4,404,115,4,523
LGA57000,41,32,9,0,90,38,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,5,51,32,9,0,93,46,3,139
LGA57080,142,95,14,7,258,70,40,371,15,8,3,0,27,19,8,52,226,159,51,13,447,222,102,767,240,166,56,13,474,244,106,819,112,60,29,11,211,211,68,484,421,115,72,25,645,797,193,1632,1134,332,153,47,1662,1693,326,3676,1788,541,199,69,2599,2262,448,5308,0,0,0,0,0,0,0,0,3458,1047,457,155,5114,4966,1029,11107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,23,0,27,3833,1307,529,178,5846,5303,1181,12329
LGA57140,152,83,37,3,279,141,3,424,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,83,37,3,279,151,3,432
LGA57210,702,488,162,14,1375,519,49,1939,6,4,5,0,11,22,0,26,0,0,0,0,0,0,0,0,6,4,5,0,11,22,0,26,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,5,8,0,14,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,13,9,0,24,0,0,0,0,0,0,0,0,723,495,168,14,1403,550,49,2001
LGA57280,830,1444,361,47,2684,644,92,3419,128,166,63,11,367,251,30,644,64,73,23,0,161,70,15,249,189,234,87,16,527,319,37,888,61,18,12,0,92,156,10,266,32,8,10,4,53,58,6,116,20,13,0,0,29,42,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,40,19,4,176,255,17,452,9,8,5,0,20,9,0,29,6,3,0,0,9,10,0,15,0,0,0,0,0,4,0,3,9,3,0,0,11,6,7,23,18,12,5,0,39,29,3,69,9,9,0,0,19,16,4,34,1164,1736,471,65,3443,1264,165,4872
LGA57350,116,62,28,0,200,90,5,296,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,9,115,62,28,0,211,101,6,313
LGA57420,252,173,58,4,491,236,19,740,0,0,4,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0,0,0,8,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,3,0,0,0,3,10,0,14,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,7,3,0,0,0,13,13,0,25,0,0,0,0,0,0,0,3,262,179,60,4,507,265,13,786
LGA57490,11695,16239,5969,389,34292,8426,1053,43771,442,114,208,25,788,1326,50,2168,116,53,55,8,234,327,22,578,558,164,260,34,1017,1653,74,2745,162,46,79,6,292,716,39,1046,29,12,20,0,64,125,10,190,94,16,9,5,122,147,5,275,17,0,3,0,17,11,0,27,4,14,5,0,21,15,5,40,303,87,112,13,518,1011,52,1582,40,0,8,0,50,83,3,139,12,0,4,0,20,62,0,82,0,0,0,0,5,4,0,6,17,0,0,0,22,27,0,44,73,8,12,0,94,172,10,271,15,17,3,0,30,30,0,56,12652,16513,6360,441,35958,11283,1183,48428
LGA57630,13,0,0,0,13,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,16,0,0,0,16,22,0,43
LGA57700,2678,4483,1103,80,8350,1422,193,9959,13,16,16,0,39,40,3,74,0,0,0,0,0,0,0,0,13,16,16,0,39,40,3,74,4,0,0,0,4,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,7,0,17,10,0,0,0,11,24,0,36,4,0,0,0,4,3,0,9,46,3,7,0,53,38,0,91,0,4,0,0,4,0,0,3,0,0,3,0,8,8,0,15,50,5,3,0,67,47,0,112,3,4,0,0,8,10,0,26,2754,4509,1129,78,8477,1542,200,10211
LGA57770,89,60,9,0,167,89,8,264,0,0,0,0,3,10,0,17,0,0,0,0,0,3,0,3,0,0,0,0,3,12,3,20,0,0,0,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,9,25,3,3,0,30,19,0,57,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,22,6,5,0,36,25,0,69,0,0,0,0,0,3,0,4,121,71,16,0,213,137,20,360
LGA57840,2485,3378,742,157,6758,1577,373,8709,678,343,200,45,1277,1292,151,2717,1047,518,246,94,1901,1289,252,3450,1730,860,450,143,3175,2581,405,6163,186,104,42,19,355,482,59,895,188,44,23,17,276,464,45,781,185,49,27,20,275,263,34,580,161,46,22,5,227,270,28,529,0,0,0,0,0,3,0,9,717,245,118,65,1143,1477,175,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,4,3,0,11,10,0,24,4932,4478,1313,363,11092,5651,953,17690
LGA57910,14074,19834,5289,639,39838,10702,1841,52380,4963,3655,2244,295,11162,9767,1139,22070,1912,1424,663,90,4093,2254,468,6817,6875,5081,2908,388,15253,12022,1609,28890,1149,504,317,70,2037,3074,259,5370,550,246,101,23,917,1170,146,2227,286,55,40,12,394,515,44,956,101,29,9,3,148,136,31,316,7,8,4,0,26,22,0,46,2096,842,479,109,3521,4918,478,8917,15,5,0,0,22,20,3,45,4,0,0,0,7,0,0,7,6,0,0,0,6,0,0,7,0,0,0,0,3,4,3,10,27,3,0,0,33,24,3,63,16,12,0,3,29,33,3,61,23087,25765,8678,1141,58676,27703,3935,90318
LGA57980,994,1319,285,31,2636,692,119,3441,65,68,17,5,151,132,11,297,267,184,104,15,570,420,62,1057,333,249,118,21,720,548,78,1349,169,62,39,9,276,402,38,714,213,60,36,10,319,561,31,911,256,98,50,8,407,619,40,1069,0,6,5,0,12,11,3,34,0,0,0,0,0,0,0,0,650,218,127,28,1020,1596,112,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,0,0,0,0,4,8,0,12,0,0,0,0,3,5,0,4,1977,1790,535,73,4381,2850,305,7534
LGA58050,11488,19156,6203,572,37417,8170,1200,46792,684,503,485,55,1727,1851,155,3735,183,108,132,16,431,412,46,885,862,612,616,66,2160,2263,198,4616,60,24,43,10,139,218,12,366,59,24,43,6,124,209,17,357,24,8,9,0,44,56,4,100,14,0,7,0,20,37,3,53,21,10,3,0,33,37,0,71,168,61,106,17,354,553,38,946,22,3,0,0,29,33,0,61,32,3,3,0,42,99,0,142,0,3,0,0,3,4,0,10,7,5,6,3,13,8,0,25,62,9,12,3,87,145,0,238,17,17,3,3,37,29,3,71,12600,19857,6941,659,40062,11157,1442,52666
LGA58190,28,40,12,4,91,53,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,12,4,91,53,0,136
LGA58260,62,51,16,0,132,59,0,191,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,63,54,16,0,136,73,0,205
LGA58330,698,359,140,16,1215,437,54,1707,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,0,0,0,5,3,0,7,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,7,18,0,26,5,0,0,0,5,3,0,9,711,363,140,16,1229,468,56,1749
LGA58400,39,12,12,0,64,54,0,125,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,42,11,10,0,70,56,0,131
LGA58470,4,11,6,0,24,12,0,35,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,6,10,6,4,0,0,10,0,0,11,6,15,6,6,38,19,6,57
LGA58510,2394,2421,680,151,5645,2081,635,8361,531,401,171,50,1151,1038,196,2387,369,227,88,36,721,503,114,1340,902,626,258,85,1875,1543,317,3731,182,112,46,7,342,490,36,869,163,59,20,9,255,378,61,695,276,88,33,19,416,608,59,1078,236,67,46,11,357,214,38,612,0,0,0,0,0,0,0,0,855,321,144,52,1376,1690,194,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,4,0,0,5,10,0,16,4160,3370,1082,289,8898,5323,1141,15367
LGA58540,107,78,11,3,201,75,4,276,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,5,0,0,6,109,83,11,3,203,82,4,288
LGA58570,2024,2614,619,86,5348,1540,541,7418,342,266,77,25,713,604,107,1424,633,323,153,33,1134,628,200,1965,976,589,228,54,1844,1232,311,3380,234,44,42,14,342,530,86,955,456,97,72,14,643,902,145,1687,516,129,60,20,728,1002,163,1888,15,0,0,0,17,17,0,31,0,0,0,0,5,3,3,8,1224,266,188,51,1720,2443,407,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,4,0,32,20,3,54,18,9,4,0,32,20,3,54,0,0,7,0,6,12,0,19,4245,3483,1041,188,8952,5244,1254,15450
LGA58610,223,127,64,9,421,205,20,640,0,0,0,0,4,33,4,31,0,0,0,0,0,0,0,0,0,0,0,0,4,34,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,4,229,133,63,9,430,242,21,684
LGA58680,77,51,15,0,134,41,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,51,15,0,134,41,4,182
