LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,5,10,15,0,29,9,15,8,6,0,91,44,76,43,143,71,76,72,45,6,575
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,4,4,0,0,11,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,4,0,36,0,0,0,0,0,0,0,0,0,4,0,0,3,11,7,5,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,7,5,4,3,3,0,19,0,0,0,7,0,0,0,0,0,10,0,0,0,11,6,27,24,9,6,79,6,60,28,103,81,127,87,41,9,546,158,471,359,753,659,967,818,353,72,4601
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,4,8,9,7,7,5,0,41,9,22,27,47,38,61,47,29,0,298
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,7,5,4,3,0,0,18,19,25,21,42,24,25,15,0,0,170
LGA58510,0,8,28,101,5,9,10,6,0,156,0,4,4,8,6,0,0,0,0,30,3,22,90,179,54,40,21,3,0,401,0,0,0,22,18,10,10,9,11,92,0,0,0,0,0,0,0,0,0,3,0,0,6,82,48,62,48,38,14,311,3,7,36,149,44,47,33,18,5,340,0,4,36,153,54,33,20,13,4,326,0,9,19,115,31,15,10,10,4,213,4,6,0,96,0,4,0,0,0,118,0,16,28,96,40,14,0,3,3,204,0,0,0,16,4,9,4,6,0,41,6,7,17,90,22,25,12,4,0,190,4,32,33,121,50,16,19,0,4,280,0,0,6,22,10,21,12,12,4,85,0,6,18,50,24,7,11,4,0,121,23,72,152,882,165,138,97,52,42,1623,79,122,249,842,266,213,152,171,231,2318,2039,3122,4533,13690,4324,3695,2834,1626,1022,36889
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,4,21,20,18,13,7,0,97,37,97,57,174,114,152,102,50,12,802
LGA58570,0,0,13,41,0,6,0,3,5,59,0,0,5,9,8,5,0,0,0,25,0,7,27,98,41,14,8,0,0,190,0,4,0,50,12,15,18,10,6,116,0,0,0,0,3,0,0,0,0,4,0,4,14,158,80,68,47,16,3,392,5,12,21,138,49,22,17,4,0,265,0,9,35,231,74,42,33,8,0,432,0,4,0,32,9,4,4,4,3,63,0,0,0,104,5,0,0,0,0,114,4,8,16,76,23,8,7,0,0,138,0,0,0,19,0,9,3,3,3,31,8,30,34,142,29,27,24,4,0,299,0,10,46,135,120,101,118,32,10,574,0,0,5,24,7,14,11,6,0,61,0,0,10,57,18,8,8,0,0,108,4,55,81,735,183,149,83,55,25,1361,51,89,173,895,207,163,113,72,43,1807,1896,3345,3842,14612,4660,3835,2485,1197,667,36537
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14,8,24,24,45,23,23,34,20,3,196,86,192,149,360,207,277,284,152,47,1761
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,11,0,10,9,17,19,17,15,11,0,98,23,51,49,106,96,84,72,48,9,535
LGA58760,10,50,74,186,57,19,10,6,0,408,0,3,14,21,40,20,8,0,0,110,7,213,525,1028,598,244,122,20,0,2763,0,13,17,155,83,122,137,36,10,579,0,0,0,3,10,11,5,0,0,41,11,185,385,902,698,590,417,241,74,3506,9,34,73,235,156,152,110,23,8,801,41,531,1127,2209,1626,739,363,132,21,6791,4,11,24,114,42,41,42,17,0,298,4,8,0,141,10,11,5,0,0,174,8,149,218,359,113,59,17,3,0,929,0,6,9,36,19,7,0,0,0,87,5,44,79,186,96,81,41,22,4,557,13,106,199,1320,804,713,390,98,42,3670,0,27,132,248,195,149,100,52,27,929,6,40,206,560,362,291,100,35,5,1597,28,434,1045,3107,1596,1184,725,332,102,8553,432,1039,977,2687,1286,936,589,449,206,8610,14748,31364,27334,60006,28677,21776,14772,7804,2623,209111
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,12,10,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,18,4,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,6,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,5,0,16,0,0,0,0,0,12,4,5,0,31,13,33,31,71,61,59,42,22,0,336,202,500,417,843,578,660,627,305,106,4234
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,26,9,28,11,11,7,5,3,107,26,107,63,136,123,149,105,46,24,773
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,11,0,3,29,18,28,16,61,24,46,38,19,6,248
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,15,11,19,15,25,12,13,3,104,42,105,49,139,86,123,81,57,18,690
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,16,9,33,13,17,19,12,3,123,68,153,71,261,121,154,111,65,17,1021
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,14,4,20,22,73,26,11,12,0,0,177,21,63,72,204,88,42,39,13,0,535
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,9,9,28,7,16,17,11,0,106,78,163,98,316,149,201,191,75,20,1297
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,4,11,3,5,12,6,0,50,35,64,33,95,52,84,61,22,3,448
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,3,12,3,8,14,8,0,51,15,45,28,92,58,78,82,65,9,470
LGA59340,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,5,0,0,0,13,0,6,5,18,8,5,0,0,0,39,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,6,3,3,0,0,22,0,0,0,0,3,3,0,0,0,7,0,0,0,15,13,6,0,0,0,37,0,0,0,7,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,18,0,0,0,7,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,20,0,0,0,10,0,3,0,0,0,19,0,0,0,3,0,3,0,0,0,12,0,0,0,6,7,9,0,0,0,19,0,3,12,71,13,15,7,7,0,129,71,179,142,438,199,158,86,23,13,1308,562,1156,857,2403,1030,889,418,136,25,7477
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,23,80,21,16,9,4,0,145,9,15,41,149,52,33,25,7,4,340
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,12,0,5,7,86,44,38,16,6,7,208,41,77,65,354,222,215,127,50,21,1173
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,17,6,0,37,0,0,0,0,0,3,0,0,0,0,0,0,4,6,5,10,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,7,5,8,11,7,0,42,6,25,19,55,46,55,62,46,18,337,106,390,221,569,385,624,680,369,108,3459
LGA59499,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,18,6,0,0,0,0,35,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13,10,0,0,34,0,0,0,3,0,0,0,0,0,11,0,3,5,25,8,5,4,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,5,7,0,0,43,0,0,0,13,5,0,0,0,0,11,0,0,0,4,4,0,5,3,0,12,0,0,0,0,4,0,0,0,0,15,3,0,22,105,15,20,9,3,0,182,52,62,173,707,358,278,168,42,17,1851,300,473,820,3053,1313,1144,758,155,30,8055
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,16,0,0,21,119,47,23,3,0,0,215,0,0,42,284,109,62,18,0,0,514
LGA60210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10,0,0,3,11,5,0,3,4,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,13,9,0,33,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,10,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,3,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,4,3,18,0,0,0,0,0,0,5,0,0,3,0,0,3,7,10,14,22,15,4,82,10,20,46,83,67,123,115,69,15,551,254,619,438,1128,827,1358,1339,643,155,6770
LGA60410,0,0,0,41,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,4,7,23,14,13,8,0,0,67,0,0,0,0,0,5,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,21,0,5,6,5,4,0,0,0,0,13,0,0,0,14,3,4,5,0,0,30,0,0,0,30,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,5,3,0,0,28,0,0,0,12,0,0,0,0,0,25,0,0,0,0,0,4,7,9,0,14,0,0,0,9,0,0,0,0,0,10,0,9,0,52,16,21,8,15,12,128,85,182,150,303,140,147,118,63,19,1198,1355,2957,2389,5196,2336,2081,1740,757,176,18995
LGA60610,0,0,0,10,0,0,0,0,0,18,0,0,0,0,4,3,0,0,0,9,0,4,5,33,10,8,11,0,0,79,0,0,0,6,0,8,7,3,5,11,0,0,0,4,0,0,0,0,0,6,0,0,3,4,5,19,16,18,0,69,0,0,0,0,3,8,4,3,0,16,0,3,6,18,11,12,8,5,0,61,0,11,13,23,22,4,0,0,0,72,0,0,0,18,0,0,0,0,0,23,0,6,4,8,5,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4,11,5,5,9,0,0,42,0,0,0,15,0,0,0,0,0,18,0,0,0,3,0,0,6,5,0,19,0,0,0,0,9,4,3,0,0,17,3,17,10,57,21,35,30,30,17,214,48,113,121,238,167,160,129,98,23,1098,1127,2478,2453,4883,2584,2624,2097,1223,450,19918
LGA60810,0,0,0,8,5,0,0,0,0,15,0,0,0,0,6,0,0,0,0,8,3,5,5,28,13,14,16,0,0,89,0,0,0,0,0,4,4,5,0,14,0,0,0,0,0,0,0,0,0,4,0,4,0,4,8,16,36,13,3,85,0,0,0,0,0,9,0,0,0,5,0,3,10,10,13,4,10,0,0,44,0,0,0,20,0,0,0,0,0,22,0,0,0,24,0,0,0,0,0,23,0,4,0,5,9,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,15,10,8,0,58,0,0,4,3,0,3,0,0,0,9,0,0,0,0,4,7,5,3,0,14,0,0,0,4,3,5,0,0,0,13,0,3,7,55,15,27,32,33,11,185,42,120,129,279,211,230,231,176,47,1464,1010,2562,2372,4645,2888,3635,3157,1834,646,22760
LGA61010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,25,3,15,20,56,34,56,53,20,5,268,121,257,233,507,295,471,437,166,32,2520
